code;text_long;text;version;year
8386;Quadricepsplasty;Quadricepsplasty;32;2015
8387;Other plastic operations on muscle;Other plastic ops muscle;32;2015
8388;Other plastic operations on tendon;Other plastic ops tendon;32;2015
8389;Other plastic operations on fascia;Other plastic ops fascia;32;2015
8391;Lysis of adhesions of muscle, tendon, fascia, and bursa;Adhesiolysis mus/ten/fas;32;2015
8392;Insertion or replacement of skeletal muscle stimulator;Insert skel musc stimula;32;2015
8393;Removal of skeletal muscle stimulator;Remov skel musc stimulat;32;2015
8394;Aspiration of bursa;Aspiration of bursa;32;2015
8395;Aspiration of other soft tissue;Soft tissue aspirat NEC;32;2015
8396;Injection of therapeutic substance into bursa;Injection into bursa;32;2015
8397;Injection of therapeutic substance into tendon;Injection into tendon;32;2015
8398;Injection of locally acting therapeutic substance into other soft tissue;Soft tissue inject NEC;32;2015
8399;Other operations on muscle, tendon, fascia, and bursa;Mus/ten/fas/bur op NEC;32;2015
8400;Upper limb amputation, not otherwise specified;Upper limb amputat NOS;32;2015
8401;Amputation and disarticulation of finger;Finger amputation;32;2015
8402;Amputation and disarticulation of thumb;Thumb amputation;32;2015
8403;Amputation through hand;Amputation through hand;32;2015
8404;Disarticulation of wrist;Disarticulation of wrist;32;2015
8405;Amputation through forearm;Amputation thru forearm;32;2015
8406;Disarticulation of elbow;Disarticulation of elbow;32;2015
8407;Amputation through humerus;Amputation thru humerus;32;2015
8408;Disarticulation of shoulder;Shoulder disarticulation;32;2015
8409;Interthoracoscapular amputation;Forequarter amputation;32;2015
8410;Lower limb amputation, not otherwise specified;Lower limb amputat NOS;32;2015
8411;Amputation of toe;Toe amputation;32;2015
8412;Amputation through foot;Amputation through foot;32;2015
8413;Disarticulation of ankle;Disarticulation of ankle;32;2015
8414;Amputation of ankle through malleoli of tibia and fibula;Amputat through malleoli;32;2015
8415;Other amputation below knee;Below knee amputat NEC;32;2015
8416;Disarticulation of knee;Disarticulation of knee;32;2015
8417;Amputation above knee;Above knee amputation;32;2015
8418;Disarticulation of hip;Disarticulation of hip;32;2015
8419;Abdominopelvic amputation;Hindquarter amputation;32;2015
8421;Thumb reattachment;Thumb reattachment;32;2015
8422;Finger reattachment;Finger reattachment;32;2015
8423;Forearm, wrist, or hand reattachment;Forearm/wrist/hand reatt;32;2015
8424;Upper arm reattachment;Upper arm reattachment;32;2015
8425;Toe reattachment;Toe reattachment;32;2015
8426;Foot reattachment;Foot reattachment;32;2015
8427;Lower leg or ankle reattachment;Lower leg/ankle reattach;32;2015
8428;Thigh reattachment;Thigh reattachment;32;2015
8429;Other reattachment of extremity;Reattachment NEC;32;2015
843;Revision of amputation stump;Amputation stump revis;32;2015
8440;Implantation or fitting of prosthetic limb device, not otherwise specified;Implnt/fit pros limb NOS;32;2015
8441;Fitting of prosthesis of upper arm and shoulder;Fit up arm/should prosth;32;2015
8442;Fitting of prosthesis of lower arm and hand;Fit lo arm/hand prosthes;32;2015
8443;Fitting of prosthesis of arm, not otherwise specified;Fit arm prosthesis NOS;32;2015
8444;Implantation of prosthetic device of arm;Implant arm prosthesis;32;2015
8445;Fitting of prosthesis above knee;Fit above knee prosthes;32;2015
8446;Fitting of prosthesis below knee;Fit below knee prosthes;32;2015
8447;Fitting of prosthesis of leg, not otherwise specified;Fit leg prosthesis NOS;32;2015
8448;Implantation of prosthetic device of leg;Implant leg prosthesis;32;2015
8451;Insertion of interbody spinal fusion device;Ins spinal fusion device;32;2015
8452;Insertion of recombinant bone morphogenetic protein;Insert recombinant BMP;32;2015
8453;Implantation of internal limb lengthening device with kinetic distraction;Imp limb length kinetic;32;2015
8454;Implantation of other internal limb lengthening device;Impl other limb length;32;2015
8455;Insertion of bone void filler;Ins bone void filler;32;2015
8456;Insertion or replacement of (cement) spacer;Ins or rep cement spacer;32;2015
8457;Removal of (cement) spacer;Removal of cement spacer;32;2015
8459;Insertion of other spinal devices;Insert othr spin device;32;2015
8460;Insertion of spinal disc prosthesis, not otherwise specified;Insert disc pros NOS;32;2015
8461;Insertion of partial spinal disc prosthesis, cervical;Ins part disc pros cerv;32;2015
8462;Insertion of total spinal disc prosthesis, cervical;Ins tot disc prost cerv;32;2015
8463;Insertion of spinal disc prosthesis, thoracic;Ins spin disc pros thor;32;2015
8464;Insertion of partial spinal disc prosthesis, lumbosacral;Ins part disc pros lumb;32;2015
8465;Insertion of total spinal disc prosthesis, lumbosacral;Ins totl disc pros lumb;32;2015
8466;Revision or replacement of artificial spinal disc prosthesis, cervical;Revise disc prost cerv;32;2015
8467;Revision or replacement of artificial spinal disc prosthesis, thoracic;Revise disc prost thora;32;2015
8468;Revision or replacement of artificial spinal disc prosthesis, lumbosacral;Revise disc prosth lumb;32;2015
8469;Revision or replacement of artificial spinal disc prosthesis, not otherwise specified;Revise disc prosth NOS;32;2015
8471;Application of external fixator device, monoplanar system;App ext fix dev-monoplan;32;2015
8472;Application of external fixator device, ring system;App ext fix dev-ring sys;32;2015
8473;Application of hybrid external fixator device;App hybrid ext fix dev;32;2015
8480;Insertion or replacement of interspinous process device(s);Ins/repl interspine dev;32;2015
8481;Revision of interspinous process device(s);Rev interspine device;32;2015
8482;Insertion or replacement of pedicle-based dynamic stabilization device(s);Ins/repl pdcl stabil dev;32;2015
8483;Revision of pedicle-based dynamic stabilization device(s);Rev pedcl dyn stabil dev;32;2015
8484;Insertion or replacement of facet replacement device(s);Ins/repl facet replc dev;32;2015
8485;Revision of facet replacement device(s);Rev facet replace device;32;2015
8491;Amputation, not otherwise specified;Amputation NOS;32;2015
8492;Separation of equal conjoined twins;Separat equal join twin;32;2015
8493;Separation of unequal conjoined twins;Separat unequl join twin;32;2015
8494;Insertion of sternal fixation device with rigid plates;Ins strn fix w rgd plate;32;2015
8499;Other operations on musculoskeletal system;Musculoskeletal op NEC;32;2015
850;Mastotomy;Mastotomy;32;2015
8511;Closed [percutaneous] [needle] biopsy of breast;Closed breast biopsy;32;2015
8512;Open biopsy of breast;Open breast biopsy;32;2015
8519;Other diagnostic procedures on breast;Breast dx procedure NEC;32;2015
8520;Excision or destruction of breast tissue, not otherwise specified;Breast tissu destruc NOS;32;2015
8521;Local excision of lesion of breast;Local excis breast les;32;2015
8522;Resection of quadrant of breast;Quadrant resect breast;32;2015
8523;Subtotal mastectomy;Subtotal mastectomy;32;2015
8524;Excision of ectopic breast tissue;Exc ectopic breast tissu;32;2015
8525;Excision of nipple;Excision of nipple;32;2015
8531;Unilateral reduction mammoplasty;Unilat reduct mammoplast;32;2015
8532;Bilateral reduction mammoplasty;Bilat reduct mammoplasty;32;2015
8533;Unilateral subcutaneous mammectomy with synchronous implant;Unil subq mammect-implnt;32;2015
8534;Other unilateral subcutaneous mammectomy;Unilat subq mammect NEC;32;2015
8535;Bilateral subcutaneous mammectomy with synchronous implant;Bil subq mammect-implant;32;2015
8536;Other bilateral subcutaneous mammectomy;Bilat subq mammectom NEC;32;2015
8541;Unilateral simple mastectomy;Unilat simple mastectomy;32;2015
8542;Bilateral simple mastectomy;Bilat simple mastectomy;32;2015
8543;Unilateral extended simple mastectomy;Unilat exten simp mastec;32;2015
8544;Bilateral extended simple mastectomy;Bilat extend simp mastec;32;2015
8545;Unilateral radical mastectomy;Unilat radical mastectom;32;2015
8546;Bilateral radical mastectomy;Bilat radical mastectomy;32;2015
8547;Unilateral extended radical mastectomy;Unil ext rad mastectomy;32;2015
8548;Bilateral extended radical mastectomy;Bil exten rad mastectomy;32;2015
8550;Augmentation mammoplasty, not otherwise specified;Augment mammoplasty NOS;32;2015
8551;Unilateral injection into breast for augmentation;Unil breast injec-augmen;32;2015
8552;Bilateral injection into breast for augmentation;Bil breast injec-augment;32;2015
8553;Unilateral breast implant;Unilat breast implant;32;2015
8554;Bilateral breast implant;Bilateral breast implant;32;2015
8555;Fat graft to breast;Fat graft to breast;32;2015
856;Mastopexy;Mastopexy;32;2015
8570;Total reconstruction of breast, not otherwise specified;Totl reconstc breast NOS;32;2015
8571;Latissimus dorsi myocutaneous flap;Latiss dorsi myocut flap;32;2015
8572;Transverse rectus abdominis myocutaneous (TRAM) flap, pedicled;TRAM flap, pedicled;32;2015
8573;Transverse rectus abdominis myocutaneous (TRAM) flap, free;TRAM flap, free;32;2015
8574;Deep inferior epigastric artery perforator (DIEP) flap, free;DIEP flap, free;32;2015
8575;Superficial inferior epigastric artery (SIEA) flap, free;SIEA flap, free;32;2015
8576;Gluteal artery perforator (GAP) flap, free;GAP flap, free;32;2015
8579;Other total reconstruction of breast;Totl reconst breast NEC;32;2015
8581;Suture of laceration of breast;Suture breast laceration;32;2015
8582;Split-thickness graft to breast;Breast split-thick graft;32;2015
8583;Full-thickness graft to breast;Breast full-thick graft;32;2015
8584;Pedicle graft to breast;Breast pedicle graft;32;2015
8585;Muscle flap graft to breast;Breast muscle flap graft;32;2015
8586;Transposition of nipple;Transposition of nipple;32;2015
8587;Other repair or reconstruction of nipple;Nipple repair NEC;32;2015
8589;Other mammoplasty;Mammoplasty NEC;32;2015
8591;Aspiration of breast;Aspiration of breast;32;2015
8592;Injection of therapeutic agent into breast;Breast injection;32;2015
8593;Revision of implant of breast;Breast implant revision;32;2015
8594;Removal of implant of breast;Breast implant removal;32;2015
8595;Insertion of breast tissue expander;Inser breast tissu expan;32;2015
8596;Removal of breast tissue expander;Remov breast tissu expan;32;2015
8599;Other operations on the breast;Breast operation NEC;32;2015
8601;Aspiration of skin and subcutaneous tissue;Aspiration skin & subq;32;2015
8602;Injection or tattooing of skin lesion or defect;Skin defect tattooing;32;2015
8603;Incision of pilonidal sinus or cyst;Incision pilonidal sinus;32;2015
8604;Other incision with drainage of skin and subcutaneous tissue;Other skin & subq i & d;32;2015
8605;Incision with removal of foreign body or device from skin and subcutaneous tissue;Removal fb/dev from skin;32;2015
8606;Insertion of totally implantable infusion pump;Insert infusion pump;32;2015
8607;Insertion of totally implantable vascular access device [VAD];Insert vasc access dev;32;2015
8609;Other incision of skin and subcutaneous tissue;Skin & subq incision NEC;32;2015
8611;Closed biopsy of skin and subcutaneous tissue;Closed bx skin/subq tiss;32;2015
8619;Other diagnostic procedures on skin and subcutaneous tissue;Skin & subq dx proc NEC;32;2015
8621;Excision of pilonidal cyst or sinus;Excision of pilonid cyst;32;2015
8622;Excisional debridement of wound, infection, or burn;Exc wound debridement;32;2015
8623;Removal of nail, nail bed, or nail fold;Nail removal;32;2015
8624;Chemosurgery of skin;Skin chemosurgery;32;2015
8625;Dermabrasion;Dermabrasion;32;2015
8626;Ligation of dermal appendage;Ligation dermal appendag;32;2015
8627;Debridement of nail, nail bed, or nail fold;Debridement of nail;32;2015
8628;Nonexcisional debridement of wound, infection or burn;Nonexcis debridement wnd;32;2015
863;Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue;Other local destruc skin;32;2015
864;Radical excision of skin lesion;Radical excis skin les;32;2015
8651;Replantation of scalp;Replantation of scalp;32;2015
8659;Closure of skin and subcutaneous tissue of other sites;Skin closure NEC;32;2015
8660;Free skin graft, not otherwise specified;Free skin graft NOS;32;2015
8661;Full-thickness skin graft to hand;Full-thick hand skin grf;32;2015
8662;Other skin graft to hand;Hand skin graft NEC;32;2015
8663;Full-thickness skin graft to other sites;Full-thick skin grft NEC;32;2015
8664;Hair transplant;Hair transplant;32;2015
8665;Heterograft to skin;Heterograft to skin;32;2015
8666;Homograft to skin;Homograft to skin;32;2015
8667;Dermal regenerative graft;Dermal regener graft;32;2015
8669;Other skin graft to other sites;Free skin graft NEC;32;2015
8670;Pedicle or flap graft, not otherwise specified;Pedicle graft/flap NOS;32;2015
8671;Cutting and preparation of pedicle grafts or flaps;Cut & prep pedicle graft;32;2015
8672;Advancement of pedicle graft;Pedicle graft advancemen;32;2015
8673;Attachment of pedicle or flap graft to hand;Attach pedicle to hand;32;2015
8674;Attachment of pedicle or flap graft to other sites;Attach pedicle graft NEC;32;2015
8675;Revision of pedicle or flap graft;Revision of pedicle grft;32;2015
8681;Repair for facial weakness;Repair facial weakness;32;2015
8682;Facial rhytidectomy;Facial rhytidectomy;32;2015
8683;Size reduction plastic operation;Size reduct plastic op;32;2015
8684;Relaxation of scar or web contracture of skin;Relaxation of scar;32;2015
8685;Correction of syndactyly;Syndactyly correction;32;2015
8686;Onychoplasty;Onychoplasty;32;2015
8687;Fat graft of skin and subcutaneous tissue;Fat grft skin/subq tiss;32;2015
8689;Other repair and reconstruction of skin and subcutaneous tissue;Skin repair & plasty NEC;32;2015
8690;Extraction of fat for graft or banking;Ext fat for grft/banking;32;2015
8691;Excision of skin for graft;Skin excision for graft;32;2015
8692;Electrolysis and other epilation of skin;Epilation of skin;32;2015
8693;Insertion of tissue expander;Insert tissue expander;32;2015
8694;Insertion or replacement of single array neurostimulator pulse generator, not specified as rechargeable;Ins/repl single pul gen;32;2015
8695;Insertion or replacement of multiple array neurostimulator pulse generator, not specified as rechargeable;Ins/re pls gn no rechrg;32;2015
8696;Insertion or replacement of other neurostimulator pulse generator;Insert/repl oth neurost;32;2015
8697;Insertion or replacement of single array rechargeable neurostimulator pulse generator;Ins/rep 1 pul gen,rechrg;32;2015
8698;Insertion or replacement of multiple array (two or more) rechargeable neurostimulator pulse generator;Ins/rep mul pul gn,rechg;32;2015
8699;Other operations on skin and subcutaneous tissue;Skin & subq op NEC;32;2015
8701;Pneumoencephalogram;Pneumoencephalogram;32;2015
8702;Other contrast radiogram of brain and skull;Brain/skull contrst xray;32;2015
8703;Computerized axial tomography of head;C.A.T. scan of head;32;2015
8704;Other tomography of head;Head tomography NEC;32;2015
8705;Contrast dacryocystogram;Contrast dacryocystogram;32;2015
8706;Contrast radiogram of nasopharynx;Nasophary contrast x-ray;32;2015
8707;Contrast laryngogram;Contrast laryngogram;32;2015
8708;Cervical lymphangiogram;Cervical lymphangiogram;32;2015
8709;Other soft tissue x-ray of face, head, and neck;Head soft tiss x-ray NEC;32;2015
8711;Full-mouth x-ray of teeth;Full-mouth x-ray;32;2015
8712;Other dental x-ray;Dental x-ray NEC;32;2015
8713;Temporomandibular contrast arthrogram;Tm contrast arthrogram;32;2015
8714;Contrast radiogram of orbit;Contrast x-ray of orbit;32;2015
8715;Contrast radiogram of sinus;Contrast x-ray of sinus;32;2015
8716;Other x-ray of facial bones;Facial bone x-ray NEC;32;2015
8717;Other x-ray of skull;Skull x-ray NEC;32;2015
8721;Contrast myelogram;Contrast myelogram;32;2015
8722;Other x-ray of cervical spine;Cervical spine x-ray NEC;32;2015
8723;Other x-ray of thoracic spine;Thoracic spine x-ray NEC;32;2015
8724;Other x-ray of lumbosacral spine;Lumbosac spine x-ray NEC;32;2015
8729;Other x-ray of spine;Spinal x-ray NEC;32;2015
8731;Endotracheal bronchogram;Endotracheal bronchogram;32;2015
8732;Other contrast bronchogram;Contrast bronchogram NEC;32;2015
8733;Mediastinal pneumogram;Mediastinal pneumogram;32;2015
8734;Intrathoracic lymphangiogram;Intrathor lymphangiogram;32;2015
8735;Contrast radiogram of mammary ducts;Contr mammary ductogram;32;2015
8736;Xerography of breast;Breast xerography;32;2015
8737;Other mammography;Mammography NEC;32;2015
8738;Sinogram of chest wall;Chest wall sinogram;32;2015
8739;Other soft tissue x-ray of chest wall;Thorax sft tiss xray NEC;32;2015
8741;Computerized axial tomography of thorax;C.A.T. scan of thorax;32;2015
8742;Other tomography of thorax;Thoracic tomography NEC;32;2015
8743;X-ray of ribs, sternum, and clavicle;Rib/sternum/clavic x-ray;32;2015
8744;Routine chest x-ray, so described;Routine chest x-ray;32;2015
8749;Other chest x-ray;Chest x-ray NEC;32;2015
8751;Percutaneous hepatic cholangiogram;Perc hepat Cholangiogram;32;2015
8752;Intravenous cholangiogram;Intraven cholangiogram;32;2015
8753;Intraoperative cholangiogram;Intraoper cholangiogram;32;2015
8754;Other cholangiogram;Cholangiogram NEC;32;2015
8759;Other biliary tract x-ray;Biliary tract x-ray NEC;32;2015
8761;Barium swallow;Barium swallow;32;2015
8762;Upper GI series;Upper GI series;32;2015
8763;Small bowel series;Small bowel series;32;2015
8764;Lower GI series;Lower GI series;32;2015
8765;Other x-ray of intestine;Intestinal x-ray NEC;32;2015
8766;Contrast pancreatogram;Contrast pancreatogram;32;2015
8769;Other digestive tract x-ray;Digestive tract xray NEC;32;2015
8771;Computerized axial tomography of kidney;C.A.T. scan of kidney;32;2015
8772;Other nephrotomogram;Nephrotomogram NEC;32;2015
8773;Intravenous pyelogram;Intravenous pyelogram;32;2015
8774;Retrograde pyelogram;Retrograde pyelogram;32;2015
8775;Percutaneous pyelogram;Percutaneous pyelogram;32;2015
8776;Retrograde cystourethrogram;Retrogr cystourethrogram;32;2015
8777;Other cystogram;Cystogram NEC;32;2015
8778;Ileal conduitogram;Ileal conduitogram;32;2015
8779;Other x-ray of the urinary system;Urinary system x-ray NEC;32;2015
8781;X-ray of gravid uterus;X-ray of gravid uterus;32;2015
8782;Gas contrast hysterosalpingogram;Gas hysterosalpingogram;32;2015
8783;Opaque dye contrast hysterosalpingogram;Dye hysterosalpingogram;32;2015
8784;Percutaneous hysterogram;Percutaneous hysterogram;32;2015
8785;Other x-ray of fallopian tubes and uterus;Tube & uterus x-ray NEC;32;2015
8789;Other x-ray of female genital organs;Female genital x-ray NEC;32;2015
8791;Contrast seminal vesiculogram;Contr semin vesiculogram;32;2015
8792;Other x-ray of prostate and seminal vesicles;Prostat/sem ves xray NEC;32;2015
8793;Contrast epididymogram;Contrast epididymogram;32;2015
8794;Contrast vasogram;Contrast vasogram;32;2015
8795;Other x-ray of epididymis and vas deferens;Epididymis/vas x-ray NEC;32;2015
8799;Other x-ray of male genital organs;Male genital x-ray NEC;32;2015
8801;Computerized axial tomography of abdomen;C.A.T. scan of abdomen;32;2015
8802;Other abdomen tomography;Abdominal tomography NEC;32;2015
8803;Sinogram of abdominal wall;Abdominal wall sinogram;32;2015
8804;Abdominal lymphangiogram;Abdominal lymphangiogram;32;2015
8809;Other soft tissue x-ray of abdominal wall;Abdominal wall x-ray NEC;32;2015
8811;Pelvic opaque dye contrast radiography;Pelvic dye contrast xray;32;2015
8812;Pelvic gas contrast radiography;Pelvic gas contrast xray;32;2015
8813;Other peritoneal pneumogram;Periton pneumogram NEC;32;2015
8814;Retroperitoneal fistulogram;Retroperiton fistulogram;32;2015
8815;Retroperitoneal pneumogram;Retroperiton pneumogram;32;2015
8816;Other retroperitoneal x-ray;Retroperitoneal xray NEC;32;2015
8819;Other x-ray of abdomen;Abdominal x-ray NEC;32;2015
8821;Skeletal x-ray of shoulder and upper arm;Skl xray-shoulder/up arm;32;2015
8822;Skeletal x-ray of elbow and forearm;Skel xray-elbow/forearm;32;2015
8823;Skeletal x-ray of wrist and hand;Skel xray-wrist & hand;32;2015
8824;Skeletal x-ray of upper limb, not otherwise specified;Skel xray-upper limb NOS;32;2015
8825;Pelvimetry;Pelvimetry;32;2015
8826;Other skeletal x-ray of pelvis and hip;Skel xray-pelvis/hip NEC;32;2015
8827;Skeletal x-ray of thigh, knee, and lower leg;Skel xray-thigh/knee/leg;32;2015
8828;Skeletal x-ray of ankle and foot;Skel xray-ankle & foot;32;2015
8829;Skeletal x-ray of lower limb, not otherwise specified;Skel xray-lower limb NOS;32;2015
8831;Skeletal series;Skeletal series x-ray;32;2015
8832;Contrast arthrogram;Contrast arthrogram;32;2015
8833;Other skeletal x-ray;Other skeletal x-ray;32;2015
8834;Lymphangiogram of upper limb;Upper limb lymphangiogrm;32;2015
8835;Other soft tissue x-ray of upper limb;Up limb sft tis xray NEC;32;2015
8836;Lymphangiogram of lower limb;Lower limb lymphangiogrm;32;2015
8837;Other soft tissue x-ray of lower limb;Lo limb sft tis xray NEC;32;2015
8838;Other computerized axial tomography;Other C.A.T. scan;32;2015
8839;X-ray, other and unspecified;X-ray NEC and NOS;32;2015
8840;Arteriography using contrast material, unspecified site;Contrast arteriogram NOS;32;2015
8841;Arteriography of cerebral arteries;Contr cerebr arteriogram;32;2015
8842;Aortography;Contrast aortogram;32;2015
8843;Arteriography of pulmonary arteries;Contr pulmon arteriogram;32;2015
8844;Arteriography of other intrathoracic vessels;Contr thor arteriogr NEC;32;2015
8845;Arteriography of renal arteries;Contrast renal arteriogr;32;2015
8846;Arteriography of placenta;Contrast placentogram;32;2015
8847;Arteriography of other intra-abdominal arteries;Contr abd arteriogrm NEC;32;2015
8848;Arteriography of femoral and other lower extremity arteries;Contrast arteriogram-leg;32;2015
8849;Arteriography of other specified sites;Contrast arteriogram NEC;32;2015
8850;Angiocardiography, not otherwise specified;Angiocardiography NOS;32;2015
8851;Angiocardiography of venae cavae;Vena cav angiocardiogram;32;2015
8852;Angiocardiography of right heart structures;Rt heart angiocardiogram;32;2015
8853;Angiocardiography of left heart structures;Lt heart angiocardiogram;32;2015
8854;Combined right and left heart angiocardiography;Rt & lt heart angiocard;32;2015
8855;Coronary arteriography using a single catheter;Coronar arteriogr-1 cath;32;2015
8856;Coronary arteriography using two catheters;Coronar arteriogr-2 cath;32;2015
8857;Other and unspecified coronary arteriography;Coronary arteriogram NEC;32;2015
8858;Negative-contrast cardiac roentgenography;Negatve-contr cardiogram;32;2015
8859;Intra-operative coronary fluorescence vascular angiography;Intraop cor flr vas angi;32;2015
8860;Phlebography using contrast material, unspecified site;Contrast phlebogram NOS;32;2015
8861;Phlebography of veins of head and neck using contrast material;Contr phlebogram-hd/neck;32;2015
8862;Phlebography of pulmonary veins using contrast material;Contr phlebogram-pulmon;32;2015
8863;Phlebography of other intrathoracic veins using contrast material;Thorac contr phlebog NEC;32;2015
8864;Phlebography of the portal venous system using contrast material;Portal contr phlebogram;32;2015
8865;Phlebography of other Intra-Abdominal veins using contrast material;Abd contr phlebogram NEC;32;2015
8866;Phlebography of femoral and other lower extremity veins using contrast material;Contrast phlebogram-leg;32;2015
8867;Phlebography of other specified sites using contrast material;Contrast phlebogram NEC;32;2015
8868;Impedance phlebography;Impedance phlebogram;32;2015
8871;Diagnostic ultrasound of head and neck;Dx ultrasound-head/neck;32;2015
8872;Diagnostic ultrasound of heart;Dx ultrasound-heart;32;2015
8873;Diagnostic ultrasound of other sites of thorax;Dx ultrasound-thorax NEC;32;2015
8874;Diagnostic ultrasound of digestive system;Dx ultrasound-digestive;32;2015
8875;Diagnostic ultrasound of urinary system;Dx ultrasound-urinary;32;2015
8876;Diagnostic ultrasound of abdomen and retroperitoneum;Dx ultrasound-abdomen;32;2015
8877;Diagnostic ultrasound of peripheral vascular system;Dx ultrasound-vascular;32;2015
8878;Diagnostic ultrasound of gravid uterus;Dx ultrasound-grav uter;32;2015
8879;Other diagnostic ultrasound;Dx ultrasound NEC;32;2015
8881;Cerebral thermography;Cerebral thermography;32;2015
8882;Ocular thermography;Ocular thermography;32;2015
8883;Bone thermography;Bone thermography;32;2015
8884;Muscle thermography;Muscle thermography;32;2015
8885;Breast thermography;Breast thermography;32;2015
8886;Blood vessel thermography;Blood vessel thermograph;32;2015
8889;Thermography of other sites;Thermography NEC;32;2015
8890;Diagnostic imaging, not elsewhere classified;Diagnostic imaging NOS;32;2015
8891;Magnetic resonance imaging of brain and brain stem;Mri of brain & brainstem;32;2015
8892;Magnetic resonance imaging of chest and myocardium;Mri chest & heart;32;2015
8893;Magnetic resonance imaging of spinal canal;Mri spinal canal;32;2015
8894;Magnetic resonance imaging of musculoskeletal;Mri musculoskeletal;32;2015
8895;Magnetic resonance imaging of pelvis, prostate, and bladder;Mri pelvis,prostate,blad;32;2015
8896;Other intraoperative magnetic resonance imaging;Oth intraop mag res imag;32;2015
8897;Magnetic resonance imaging of other and unspecified sites;Magnetic res image unsp;32;2015
8898;Bone mineral density studies;Bone mineral density;32;2015
8901;Interview and evaluation, described as brief;Brief interview & evalua;32;2015
8902;Interview and evaluation, described as limited;Limited interview/evalua;32;2015
8903;Interview and evaluation, described as comprehensive;Comprehen interview/eval;32;2015
8904;Other interview and evaluation;Interview & evaluat NEC;32;2015
8905;Diagnostic interview and evaluation, not otherwise specified;Interview & evaluat NOS;32;2015
8906;Consultation, described as limited;Limited consultation;32;2015
8907;Consultation, described as comprehensive;Comprehensive consultat;32;2015
8908;Other consultation;Consultation NEC;32;2015
8909;Consultation, not otherwise specified;Consultation NOS;32;2015
8910;Intracarotid amobarbital test;Intracarot amobarb test;32;2015
8911;Tonometry;Tonometry;32;2015
8912;Nasal function study;Nasal function study;32;2015
8913;Neurologic examination;Neurologic examination;32;2015
8914;Electroencephalogram;Electroencephalogram;32;2015
8915;Other nonoperative neurologic function tests;Neurologic func test NEC;32;2015
8916;Transillumination of newborn skull;Skull transilluminat;32;2015
8917;Polysomnogram;Polysomnogram;32;2015
8918;Other sleep disorder function tests;Oth sleep dis funct test;32;2015
8919;Video and radio-telemetered electroencephalographic monitoring;Video/radio eeg monitor;32;2015
8921;Urinary manometry;Urinary manometry;32;2015
8922;Cystometrogram;Cystometrogram;32;2015
8923;Urethral sphincter electromyogram;Urethral sphincter emg;32;2015
8924;Uroflowmetry [UFR];Uroflowmetry;32;2015
8925;Urethral pressure profile [UPP];Urethral pressure profil;32;2015
8926;Gynecological examination;Gynecologic examination;32;2015
8929;Other nonoperative genitourinary system measurements;Other gu system exams;32;2015
8931;Dental examination;Dental examination;32;2015
8932;Esophageal manometry;Esophageal manometry;32;2015
8933;Digital examination of enterostomy stoma;Digital enterostomy exam;32;2015
8934;Digital examination of rectum;Digital rectal exam;32;2015
8935;Transillumination of nasal sinuses;Nasal sinus transillumin;32;2015
8936;Manual examination of breast;Manual exam of breast;32;2015
8937;Vital capacity determination;Vital capacity determin;32;2015
8938;Other nonoperative respiratory measurements;Respiratory measure NEC;32;2015
8939;Other nonoperative measurements and examinations;Nonoperative exams NEC;32;2015
8941;Cardiovascular stress test using treadmill;Treadmill stress test;32;2015
8942;Masters' two-step stress test;Masters' 2-step test;32;2015
8943;Cardiovascular stress test using bicycle ergometer;Bicycle ergometer test;32;2015
8944;Other cardiovascular stress test;Cardiac stress test NEC;32;2015
8945;Artificial pacemaker rate check;Pacemaker rate check;32;2015
8946;Artificial pacemaker artifact wave form check;Pacemaker wave form chck;32;2015
8947;Artificial pacemaker electrode impedance check;Pacemaker impedance chck;32;2015
8948;Artificial pacemaker voltage or amperage threshold check;Pacemaker volt threshold;32;2015
8949;Automatic implantable cardioverter/defibrillator (AICD) check;AICD check;32;2015
8950;Ambulatory cardiac monitoring;Ambu cardiac monitoring;32;2015
8951;Rhythm electrocardiogram;Rhythm electrocardiogram;32;2015
8952;Electrocardiogram;Electrocardiogram;32;2015
8953;Vectorcardiogram (with ECG);Vectorcardiogram;32;2015
8954;Electrographic monitoring;Electrocardiograph monit;32;2015
8955;Phonocardiogram with ECG lead;Phonocardiogram;32;2015
8956;Carotid pulse tracing with ECG lead;Carotid pulse tracing;32;2015
8957;Apexcardiogram (with ECG lead);Apexcardiogram;32;2015
8958;Plethysmogram;Plethysmogram;32;2015
8959;Other nonoperative cardiac and vascular measurements;Nonop cardiac/vasc exam;32;2015
8960;Continuous intra-arterial blood gas monitoring;Cnt intraart bld gas mon;32;2015
8961;Systemic arterial pressure monitoring;Arterial pressure monit;32;2015
8962;Central venous pressure monitoring;Cvp monitoring;32;2015
8963;Pulmonary artery pressure monitoring;Pulmon art press monitor;32;2015
8964;Pulmonary artery wedge monitoring;Pulmon art wedge monitor;32;2015
8965;Measurement of systemic arterial blood gases;Arterial bld gas measure;32;2015
8966;Measurement of mixed venous blood gases;Mix venous bld gas meas;32;2015
8967;Monitoring of cardiac output by oxygen consumption technique;Oxygen consumption monit;32;2015
8968;Monitoring of cardiac output by other technique;Oth cardiac mon output;32;2015
8969;Monitoring of coronary blood flow;Coronary bld flow monit;32;2015
897;General physical examination;General physical exam;32;2015
898;Autopsy;Autopsy;32;2015
