"applno","productno","form","strength","referencedrug","drugname","activeingredient","referencestandard","tecode"
207016,2,"TABLET;ORAL","40MG",0,"TELMISARTAN","TELMISARTAN","0",
207016,3,"TABLET;ORAL","80MG",0,"TELMISARTAN","TELMISARTAN","0",
207018,1,"TABLET;ORAL","12.5MG;150MG",0,"IRBESARTAN AND HYDROCHLOROTHIAZIDE","HYDROCHLOROTHIAZIDE; IRBESARTAN","0",
207018,2,"TABLET;ORAL","12.5MG;300MG",0,"IRBESARTAN AND HYDROCHLOROTHIAZIDE","HYDROCHLOROTHIAZIDE; IRBESARTAN","0",
207021,1,"TABLET;ORAL","2.5MG",0,"ZOLMITRIPTAN","ZOLMITRIPTAN","0",
207021,2,"TABLET;ORAL","5MG",0,"ZOLMITRIPTAN","ZOLMITRIPTAN","0",
207025,1,"INJECTABLE;INTRAVENOUS","30mCi-300mCi/8ML (3.75-37.5mCi/ML)",0,"AMMONIA N 13","AMMONIA N-13","0",
207026,1,"INJECTABLE;INJECTION","3.68GM/1000ML;3.05GM/1000ML;0.314GM/1000ML ;3.09GM/1000ML;6.34GM/1000ML;0.187GM/1000ML (5000ML)",1,"PHOXILLUM BK 4/2.5 IN PLASTIC CONTAINER","CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM PHOSPHATE","1",
207026,2,"INJECTABLE;INJECTION","N/A/1000ML;3.05GM/1000ML;0.314GM/1000ML;2.21GM/1000ML;6.95GM/1000ML;0.187GM/1000ML (5000ML)",1,"PHOXILLUM B22K 4/0 IN PLASTIC CONTAINER","CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM PHOSPHATE","1",
207027,1,"FOR SUSPENSION;ORAL","EQ 25MG ACID/PACKET",1,"PROMACTA","ELTROMBOPAG OLAMINE","1",
207029,1,"TABLET;ORAL","5MG",0,"HYDROCORTISONE","HYDROCORTISONE","0",
207029,2,"TABLET;ORAL","10MG",0,"HYDROCORTISONE","HYDROCORTISONE","0",
207029,3,"TABLET;ORAL","20MG",0,"HYDROCORTISONE","HYDROCORTISONE","0",
207036,1,"GAS;INHALATION","N/A",0,"MEDICAL AIR, USP","MEDICAL AIR",".",
207042,1,"SOLUTION;INTRAVENOUS","5MG/10ML (0.5MG/ML)",0,"NEOSTIGMINE METHYLSULFATE","NEOSTIGMINE METHYLSULFATE","0",
207042,2,"SOLUTION;INTRAVENOUS","10MG/10ML (1MG/ML)",0,"NEOSTIGMINE METHYLSULFATE","NEOSTIGMINE METHYLSULFATE","0",
207044,1,"TABLET;ORAL","1.5MG",0,"LEVONORGESTREL","LEVONORGESTREL","0",
207049,1,"TABLET;ORAL","50MG",0,"VORICONAZOLE","VORICONAZOLE","0",
207049,2,"TABLET;ORAL","200MG",0,"VORICONAZOLE","VORICONAZOLE","0",
207050,1,"INJECTABLE;INJECTION","6MG/ML",0,"BUSULFAN","BUSULFAN","0",
207052,1,"TABLET;ORAL","200MG",0,"IBUPROFEN","IBUPROFEN","0",
207054,1,"TABLET;ORAL-28","0.035MG,0.035MG,0.035MG;0.5MG,0.75MG,1MG",0,"NYLIA 7/7/7","ETHINYL ESTRADIOL; NORETHINDRONE","0",
207055,1,"TABLET;ORAL-28","0.035MG;0.5MG",0,"CYONANZ","ETHINYL ESTRADIOL; NORETHINDRONE","0",
207056,1,"TABLET;ORAL-28","0.035MG;1MG",0,"NYLIA 1/35","ETHINYL ESTRADIOL; NORETHINDRONE","0",
207057,1,"TABLET;ORAL","600MG",0,"GABAPENTIN","GABAPENTIN","0",
207057,2,"TABLET;ORAL","800MG",0,"GABAPENTIN","GABAPENTIN","0",
207058,1,"CAPSULE;ORAL","0.125MG",0,"DOFETILIDE","DOFETILIDE","0",
207058,2,"CAPSULE;ORAL","0.25MG",0,"DOFETILIDE","DOFETILIDE","0",
207058,3,"CAPSULE;ORAL","0.5MG",0,"DOFETILIDE","DOFETILIDE","0",
207061,1,"CAPSULE;ORAL","50MG",0,"CELECOXIB","CELECOXIB","0",
207061,2,"CAPSULE;ORAL","100MG",0,"CELECOXIB","CELECOXIB","0",
207061,3,"CAPSULE;ORAL","200MG",0,"CELECOXIB","CELECOXIB","0",
207061,4,"CAPSULE;ORAL","400MG",0,"CELECOXIB","CELECOXIB","0",
207062,1,"TABLET;ORAL","5MG",0,"ROSUVASTATIN CALCIUM","ROSUVASTATIN CALCIUM","0",
207062,2,"TABLET;ORAL","10MG",0,"ROSUVASTATIN CALCIUM","ROSUVASTATIN CALCIUM","0",
207062,3,"TABLET;ORAL","20MG",0,"ROSUVASTATIN CALCIUM","ROSUVASTATIN CALCIUM","0",
207062,4,"TABLET;ORAL","40MG",0,"ROSUVASTATIN CALCIUM","ROSUVASTATIN CALCIUM","0",
207064,1,"TABLET, EXTENDED RELEASE;ORAL","400MG",0,"NEVIRAPINE","NEVIRAPINE",".",
207066,1,"TABLET, CHEWABLE;ORAL","0.035MG;0.4MG",0,"NORETHINDRONE AND ETHINYL ESTRADIOL AND FERROUS FUMARATE","ETHINYL ESTRADIOL; NORETHINDRONE","0",
207068,1,"TABLET;ORAL","10MG",0,"PRAVASTATIN SODIUM","PRAVASTATIN SODIUM","0",
207068,2,"TABLET;ORAL","20MG",0,"PRAVASTATIN SODIUM","PRAVASTATIN SODIUM","0",
207068,3,"TABLET;ORAL","40MG",0,"PRAVASTATIN SODIUM","PRAVASTATIN SODIUM","0",
207068,4,"TABLET;ORAL","80MG",0,"PRAVASTATIN SODIUM","PRAVASTATIN SODIUM","0",
207070,1,"SPRAY;INHALATION","2.5MCG",0,"SPIRIVA RESPIMAT","TIOTROPIUM BROMIDE",".",
207071,1,"AEROSOL, FOAM;TOPICAL","15%",1,"FINACEA","AZELAIC ACID","1",
207073,1,"TABLET;ORAL","EQ 5MG BASE;20MG",0,"AMLODIPINE AND OLMESARTAN MEDOXOMIL","AMLODIPINE BESYLATE; OLMESARTAN MEDOXOMIL","0",
207073,2,"TABLET;ORAL","EQ 5MG BASE;40MG",0,"AMLODIPINE AND OLMESARTAN MEDOXOMIL","AMLODIPINE BESYLATE; OLMESARTAN MEDOXOMIL","0",
207073,3,"TABLET;ORAL","EQ 10MG BASE;20MG",0,"AMLODIPINE AND OLMESARTAN MEDOXOMIL","AMLODIPINE BESYLATE; OLMESARTAN MEDOXOMIL","0",
207073,4,"TABLET;ORAL","EQ 10MG BASE;40MG",0,"AMLODIPINE AND OLMESARTAN MEDOXOMIL","AMLODIPINE BESYLATE; OLMESARTAN MEDOXOMIL","0",
207081,1,"TABLET;ORAL-28","0.15MG;0.03MG",0,"KALLIGA","DESOGESTREL; ETHINYL ESTRADIOL","0",
207084,1,"INJECTABLE;INJECTION","10MG/ML",0,"DICYCLOMINE HYDROCHLORIDE","DICYCLOMINE HYDROCHLORIDE","0",
207092,1,"POWDER;IV (INFUSION)","50MG/VIAL",0,"CASPOFUNGIN ACETATE","CASPOFUNGIN ACETATE","0",
207092,2,"POWDER;IV (INFUSION)","70MG/VIAL",0,"CASPOFUNGIN ACETATE","CASPOFUNGIN ACETATE","0",
207093,1,"TABLET;ORAL","400MG",0,"FELBAMATE","FELBAMATE","0",
207093,2,"TABLET;ORAL","600MG",0,"FELBAMATE","FELBAMATE","0",
207094,1,"SPRAY;TOPICAL","0.147MG/GM",0,"TRIAMCINOLONE ACETONIDE","TRIAMCINOLONE ACETONIDE","0",
207095,1,"TABLET;ORAL","200MG",0,"IBUPROFEN","IBUPROFEN","0",
207096,1,"SOLUTION;IV (INFUSION)","10%;10% (5GM/50ML;5GM/50ML)",0,"SODIUM PHENYLACETATE AND SODIUM BENZOATE","SODIUM BENZOATE; SODIUM PHENYLACETATE","0",
207099,1,"CAPSULE;ORAL","100MG",0,"GABAPENTIN","GABAPENTIN","0",
207099,2,"CAPSULE;ORAL","300MG",0,"GABAPENTIN","GABAPENTIN","0",
207099,3,"CAPSULE;ORAL","400MG",0,"GABAPENTIN","GABAPENTIN","0",
207100,1,"INJECTABLE;INTRAVENOUS","50MG/VIAL",0,"DECITABINE","DECITABINE","0",
207103,1,"CAPSULE;ORAL","75MG",1,"IBRANCE","PALBOCICLIB","0",
207103,2,"CAPSULE;ORAL","100MG",1,"IBRANCE","PALBOCICLIB","0",
207103,3,"CAPSULE;ORAL","125MG",1,"IBRANCE","PALBOCICLIB","1",
207113,1,"TABLET, EXTENDED RELEASE;ORAL","325MG; 7.5MG",0,"ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE","ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE",".",
207114,1,"GAS;INHALATION","N/A",0,"MEDICAL AIR, USP","MEDICAL AIR",".",
207117,1,"CREAM;TOPICAL","0.1%",0,"TRIAMCINOLONE ACETONIDE","TRIAMCINOLONE ACETONIDE","0",
207118,1,"CAPSULE;ORAL","300MG;50MG;40MG",0,"BUTALBITAL, ACETAMINOPHEN AND CAFFEINE","ACETAMINOPHEN; BUTALBITAL; CAFFEINE","0",
207119,1,"TABLET;ORAL","5MG",0,"OXYCODONE HYDROCHLORIDE","OXYCODONE HYDROCHLORIDE","0",
207119,2,"TABLET;ORAL","10MG",0,"OXYCODONE HYDROCHLORIDE","OXYCODONE HYDROCHLORIDE","0",
207119,3,"TABLET;ORAL","15MG",0,"OXYCODONE HYDROCHLORIDE","OXYCODONE HYDROCHLORIDE","0",
207119,4,"TABLET;ORAL","20MG",0,"OXYCODONE HYDROCHLORIDE","OXYCODONE HYDROCHLORIDE","0",
207119,5,"TABLET;ORAL","30MG",0,"OXYCODONE HYDROCHLORIDE","OXYCODONE HYDROCHLORIDE","0",
207120,1,"TABLET;ORAL","10MG",0,"HYDROXYZINE HYDROCHLORIDE","HYDROXYZINE HYDROCHLORIDE","0",
207121,1,"TABLET;ORAL","25MG",0,"HYDROXYZINE HYDROCHLORIDE","HYDROXYZINE HYDROCHLORIDE","0",
207122,1,"TABLET;ORAL","50MG",0,"HYDROXYZINE HYDROCHLORIDE","HYDROXYZINE HYDROCHLORIDE","0",
207131,1,"SOLUTION;INTRAVENOUS","EQ 2GM BASE/100ML (EQ 20MG BASE/ML)",0,"CEFAZOLIN IN PLASTIC CONTAINER","CEFAZOLIN SODIUM","0",
207133,1,"LOTION;TOPICAL","0.05%",0,"FLURANDRENOLIDE","FLURANDRENOLIDE","0",
207137,1,"TABLET;ORAL","300MG;10MG",0,"HYDROCODONE BITARTRATE AND ACETAMINOPHEN","ACETAMINOPHEN; HYDROCODONE BITARTRATE","0",
207138,1,"TABLET, EXTENDED RELEASE;ORAL","5MG",0,"OXYBUTYNIN CHLORIDE","OXYBUTYNIN CHLORIDE","0",
207138,2,"TABLET, EXTENDED RELEASE;ORAL","10MG",0,"OXYBUTYNIN CHLORIDE","OXYBUTYNIN CHLORIDE","0",
207138,3,"TABLET, EXTENDED RELEASE;ORAL","15MG",0,"OXYBUTYNIN CHLORIDE","OXYBUTYNIN CHLORIDE","0",
207139,1,"CAPSULE;ORAL","EQ 7.5MG BASE",0,"PAROXETINE MESYLATE","PAROXETINE MESYLATE","0",
207144,1,"AEROSOL, FOAM;TOPICAL","0.12%",0,"BETAMETHASONE VALERATE","BETAMETHASONE VALERATE","0",
207145,1,"TABLET;ORAL","50MG",1,"XADAGO","SAFINAMIDE MESYLATE","0",
207145,2,"TABLET;ORAL","100MG",1,"XADAGO","SAFINAMIDE MESYLATE","1",
207146,1,"INJECTABLE;INJECTION","EQ 36GM BASE/VIAL;EQ 4.5GM BASE/VIAL",0,"PIPERACILLIN AND TAZOBACTAM","PIPERACILLIN SODIUM; TAZOBACTAM SODIUM","0",
207147,1,"INJECTABLE;INJECTION","EQ 1GM BASE/VIAL",0,"OXACILLIN SODIUM","OXACILLIN SODIUM","0",
207147,2,"INJECTABLE;INJECTION","EQ 2GM BASE/VIAL",0,"OXACILLIN SODIUM","OXACILLIN SODIUM","0",
207148,1,"INJECTABLE;INJECTION","EQ 10GM BASE/VIAL",0,"OXACILLIN SODIUM","OXACILLIN SODIUM","0",
207152,1,"TABLET;ORAL","325MG;37.5MG",0,"TRAMADOL HYDROCHLORIDE AND ACETAMINOPHEN","ACETAMINOPHEN; TRAMADOL HYDROCHLORIDE","0",
207154,1,"GEL;TOPICAL","7.5%",1,"ACZONE","DAPSONE","1",
207155,1,"POWDER;IV (INFUSION)","EQ 50MG BASE/VIAL",1,"EVOMELA","MELPHALAN HYDROCHLORIDE","1",
207156,1,"CAPSULE, DELAYED REL PELLETS;ORAL","15MG",0,"LANSOPRAZOLE","LANSOPRAZOLE","0",
207156,2,"CAPSULE, DELAYED REL PELLETS;ORAL","30MG",0,"LANSOPRAZOLE","LANSOPRAZOLE","0",
207157,1,"CAPSULE, DELAYED REL PELLETS;ORAL","15MG",0,"LANSOPRAZOLE","LANSOPRAZOLE","0",
207160,1,"INJECTABLE;IV (INFUSION)","500MG/100ML (5MG/ML)",0,"LEVETIRACETAM IN SODIUM CHLORIDE","LEVETIRACETAM","0",
207160,2,"INJECTABLE;IV (INFUSION)","1000MG/100ML (10MG/ML)",0,"LEVETIRACETAM IN SODIUM CHLORIDE","LEVETIRACETAM","0",
207160,3,"INJECTABLE;IV (INFUSION)","1500MG/100ML (15MG/ML)",0,"LEVETIRACETAM IN SODIUM CHLORIDE","LEVETIRACETAM","0",
207163,1,"SOLUTION;TOPICAL","0.005%",0,"CALCIPOTRIENE","CALCIPOTRIENE","0",
207166,1,"GAS;INHALATION","N/A",0,"CARBON DIOXIDE, USP","CARBON DIOXIDE",".",
207170,1,"TABLET;ORAL","EQ 2MG BASE",0,"TIZANIDINE HYDROCHLORIDE","TIZANIDINE HYDROCHLORIDE","0",
207170,2,"TABLET;ORAL","EQ 4MG BASE",0,"TIZANIDINE HYDROCHLORIDE","TIZANIDINE HYDROCHLORIDE","0",
207171,1,"TABLET;ORAL","300MG;5MG",0,"HYDROCODONE BITARTRATE AND ACETAMINOPHEN","ACETAMINOPHEN; HYDROCODONE BITARTRATE","0",
207171,2,"TABLET;ORAL","300MG;7.5MG",0,"HYDROCODONE BITARTRATE AND ACETAMINOPHEN","ACETAMINOPHEN; HYDROCODONE BITARTRATE","0",
207171,3,"TABLET;ORAL","300MG;10MG",0,"HYDROCODONE BITARTRATE AND ACETAMINOPHEN","ACETAMINOPHEN; HYDROCODONE BITARTRATE","0",
207172,1,"TABLET;ORAL","325MG;5MG",0,"HYDROCODONE BITARTRATE AND ACETAMINOPHEN","ACETAMINOPHEN; HYDROCODONE BITARTRATE","0",
207172,2,"TABLET;ORAL","325MG;7.5MG",0,"HYDROCODONE BITARTRATE AND ACETAMINOPHEN","ACETAMINOPHEN; HYDROCODONE BITARTRATE","0",
207172,3,"TABLET;ORAL","325MG;10MG",0,"HYDROCODONE BITARTRATE AND ACETAMINOPHEN","ACETAMINOPHEN; HYDROCODONE BITARTRATE","0",
207174,1,"SOLUTION;INTRAVENOUS","0.002MG/ML (0.002MG/ML)",0,"PARICALCITOL","PARICALCITOL","0",
207174,2,"SOLUTION;INTRAVENOUS","0.005MG/ML (0.005MG/ML)",0,"PARICALCITOL","PARICALCITOL","0",
207174,3,"SOLUTION;INTRAVENOUS","0.01MG/2ML (0.005MG/ML)",0,"PARICALCITOL","PARICALCITOL","0",
207175,1,"TABLET, EXTENDED RELEASE;ORAL","500MG",0,"LEVETIRACETAM","LEVETIRACETAM","0",
207175,2,"TABLET, EXTENDED RELEASE;ORAL","750MG",0,"LEVETIRACETAM","LEVETIRACETAM","0",
207176,1,"TABLET;ORAL","1.5MG;5MG",0,"HOMATROPINE METHYLBROMIDE AND HYDROCODONE BITARTRATE","HOMATROPINE METHYLBROMIDE; HYDROCODONE BITARTRATE","0",
207178,2,"TABLET;ORAL","EQ 50MG BASE",0,"SILDENAFIL CITRATE","SILDENAFIL CITRATE","0",
207178,3,"TABLET;ORAL","EQ 100MG BASE",0,"SILDENAFIL CITRATE","SILDENAFIL CITRATE","0",
207179,1,"TABLET;ORAL","800MG",0,"SEVELAMER CARBONATE","SEVELAMER CARBONATE","0",
207181,1,"INJECTABLE;INTRAVENOUS","EQ 40MG BASE/VIAL",0,"ESOMEPRAZOLE SODIUM","ESOMEPRAZOLE SODIUM","0",
207182,1,"INJECTABLE;INJECTION","1%",0,"LIDOCAINE HYDROCHLORIDE","LIDOCAINE HYDROCHLORIDE","0",
207182,2,"INJECTABLE;INJECTION","2%",0,"LIDOCAINE HYDROCHLORIDE","LIDOCAINE HYDROCHLORIDE","0",
207183,1,"INJECTABLE;INJECTION","0.25%",0,"BUPIVACAINE HYDROCHLORIDE","BUPIVACAINE HYDROCHLORIDE","0",
207183,2,"INJECTABLE;INJECTION","0.5%",0,"BUPIVACAINE HYDROCHLORIDE","BUPIVACAINE HYDROCHLORIDE","0",
207188,1,"CAPSULE;ORAL","EQ 7.5MG BASE",0,"PAROXETINE MESYLATE","PAROXETINE MESYLATE","0",
207189,1,"TABLET;ORAL","75MG",0,"DARUNAVIR ETHANOLATE","DARUNAVIR ETHANOLATE",".",
207189,2,"TABLET;ORAL","150MG",0,"DARUNAVIR ETHANOLATE","DARUNAVIR ETHANOLATE",".",
207189,3,"TABLET;ORAL","400MG",0,"DARUNAVIR ETHANOLATE","DARUNAVIR ETHANOLATE",".",
207189,4,"TABLET;ORAL","600MG",0,"DARUNAVIR ETHANOLATE","DARUNAVIR ETHANOLATE",".",
207193,1,"CAPSULE, DELAYED RELEASE;ORAL","EQ 20MG BASE",0,"ESOMEPRAZOLE MAGNESIUM","ESOMEPRAZOLE MAGNESIUM","0",
207196,1,"TABLET;ORAL","100MG",0,"MODAFINIL","MODAFINIL","0",
207196,2,"TABLET;ORAL","200MG",0,"MODAFINIL","MODAFINIL","0",
207199,1,"CAPSULE;ORAL","EQ 2MG BASE",0,"TIZANIDINE HYDROCHLORIDE","TIZANIDINE HYDROCHLORIDE","0",
207199,2,"CAPSULE;ORAL","EQ 4MG BASE",0,"TIZANIDINE HYDROCHLORIDE","TIZANIDINE HYDROCHLORIDE","0",
207199,3,"CAPSULE;ORAL","EQ 6MG BASE",0,"TIZANIDINE HYDROCHLORIDE","TIZANIDINE HYDROCHLORIDE","0",
207200,1,"TABLET;ORAL","100MG",0,"SAPROPTERIN DIHYDROCHLORIDE","SAPROPTERIN DIHYDROCHLORIDE",".",
207201,1,"TABLET;ORAL","1MG",0,"GLYCOPYRROLATE","GLYCOPYRROLATE","0",
207201,2,"TABLET;ORAL","2MG",0,"GLYCOPYRROLATE","GLYCOPYRROLATE","0",
207202,1,"TABLET;ORAL","2MG",1,"ABILIFY MYCITE KIT","ARIPIPRAZOLE","0",
207202,2,"TABLET;ORAL","5MG",1,"ABILIFY MYCITE KIT","ARIPIPRAZOLE","1",
207202,3,"TABLET;ORAL","10MG",1,"ABILIFY MYCITE KIT","ARIPIPRAZOLE","0",
207202,4,"TABLET;ORAL","15MG",1,"ABILIFY MYCITE KIT","ARIPIPRAZOLE","0",
207202,5,"TABLET;ORAL","20MG",1,"ABILIFY MYCITE KIT","ARIPIPRAZOLE","0",
207202,6,"TABLET;ORAL","30MG",1,"ABILIFY MYCITE KIT","ARIPIPRAZOLE","0",
207210,1,"TABLET;ORAL","200MG",0,"ENTACAPONE","ENTACAPONE","0",
207211,1,"CAPSULE;ORAL","EQ 30MG BASE",0,"OSELTAMIVIR PHOSPHATE","OSELTAMIVIR PHOSPHATE","0",
207211,2,"CAPSULE;ORAL","EQ 45MG BASE",0,"OSELTAMIVIR PHOSPHATE","OSELTAMIVIR PHOSPHATE","0",
207211,3,"CAPSULE;ORAL","EQ 75MG BASE",0,"OSELTAMIVIR PHOSPHATE","OSELTAMIVIR PHOSPHATE","0",
207216,1,"TABLET;ORAL","EQ 5MG BASE;20MG",0,"AMLODIPINE AND OLMESARTAN MEDOXOMIL","AMLODIPINE BESYLATE; OLMESARTAN MEDOXOMIL","0",
207216,2,"TABLET;ORAL","EQ 5MG BASE;40MG",0,"AMLODIPINE AND OLMESARTAN MEDOXOMIL","AMLODIPINE BESYLATE; OLMESARTAN MEDOXOMIL","0",
207216,3,"TABLET;ORAL","EQ 10MG BASE;20MG",0,"AMLODIPINE AND OLMESARTAN MEDOXOMIL","AMLODIPINE BESYLATE; OLMESARTAN MEDOXOMIL","0",
207216,4,"TABLET;ORAL","EQ 10MG BASE;40MG",0,"AMLODIPINE AND OLMESARTAN MEDOXOMIL","AMLODIPINE BESYLATE; OLMESARTAN MEDOXOMIL","0",
207217,1,"OINTMENT;TOPICAL","100,000 UNITS/GM;0.1%",0,"NYSTATIN AND TRIAMCINOLONE ACETONIDE","NYSTATIN; TRIAMCINOLONE ACETONIDE","0",
207218,1,"SPRAY;TOPICAL","0.05%",0,"CLOBETASOL PROPIONATE","CLOBETASOL PROPIONATE","0",
207224,1,"TABLET, EXTENDED RELEASE;ORAL","150MG",0,"BUPROPION HYDROCHLORIDE","BUPROPION HYDROCHLORIDE","0",
207224,2,"TABLET, EXTENDED RELEASE;ORAL","300MG",0,"BUPROPION HYDROCHLORIDE","BUPROPION HYDROCHLORIDE","0",
207229,1,"TABLET, EXTENDED RELEASE;ORAL","650MG",0,"ACETAMINOPHEN","ACETAMINOPHEN","0",
207231,1,"TABLET;ORAL","1MG",0,"ILOPERIDONE","ILOPERIDONE","0",
207231,2,"TABLET;ORAL","2MG",0,"ILOPERIDONE","ILOPERIDONE","0",
207231,3,"TABLET;ORAL","4MG",0,"ILOPERIDONE","ILOPERIDONE","0",
207231,4,"TABLET;ORAL","6MG",0,"ILOPERIDONE","ILOPERIDONE","0",
207231,5,"TABLET;ORAL","8MG",0,"ILOPERIDONE","ILOPERIDONE","0",
207231,6,"TABLET;ORAL","10MG",0,"ILOPERIDONE","ILOPERIDONE","0",
207231,7,"TABLET;ORAL","12MG",0,"ILOPERIDONE","ILOPERIDONE","0",
207233,1,"CAPSULE;ORAL","5MG",1,"VIVLODEX","MELOXICAM","0",
207233,2,"CAPSULE;ORAL","10MG",1,"VIVLODEX","MELOXICAM","1",
207234,1,"POWDER;IV (INFUSION), SUBCUTANEOUS","100MG/VIAL",0,"AZACITIDINE","AZACITIDINE","0",
207235,1,"CAPSULE;ORAL","10MG",0,"CETIRIZINE HYDROCHLORIDE ALLERGY","CETIRIZINE HYDROCHLORIDE","0",
207236,1,"TABLET;ORAL","5MG",0,"MEMANTINE HYDROCHLORIDE","MEMANTINE HYDROCHLORIDE","0",
207236,2,"TABLET;ORAL","10MG",0,"MEMANTINE HYDROCHLORIDE","MEMANTINE HYDROCHLORIDE","0",
207237,1,"TABLET;ORAL","250MG",0,"CARISOPRODOL","CARISOPRODOL","0",
207238,1,"SOLUTION;TOPICAL","2%",0,"DICLOFENAC SODIUM","DICLOFENAC SODIUM","0",
207239,1,"INJECTABLE;INJECTION","100MG/ML",0,"TRANEXAMIC ACID","TRANEXAMIC ACID","0",
207240,1,"TABLET, ORALLY DISINTEGRATING;ORAL","10MG",0,"ARIPIPRAZOLE","ARIPIPRAZOLE","0",
207240,2,"TABLET, ORALLY DISINTEGRATING;ORAL","15MG",0,"ARIPIPRAZOLE","ARIPIPRAZOLE","0",
207241,1,"INJECTABLE;INJECTION","EQ 10MG BASE/ML",0,"LEUCOVORIN CALCIUM","LEUCOVORIN CALCIUM","0",
207243,1,"SPRAY, METERED;NASAL","EQ 0.1876MG BASE/SPRAY",0,"AZELASTINE HYDROCHLORIDE","AZELASTINE HYDROCHLORIDE","0",
207245,1,"TABLET;ORAL-28","3MG;0.03MG",0,"DROSPIRENONE AND ETHINYL ESTRADIOL","DROSPIRENONE; ETHINYL ESTRADIOL","0",
207252,1,"INJECTABLE;INJECTION","20MG/ML (20MG/ML)",0,"DOCETAXEL","DOCETAXEL","0",
207252,2,"INJECTABLE;INJECTION","80MG/4ML (20MG/ML)",0,"DOCETAXEL","DOCETAXEL","0",
207252,3,"INJECTABLE;INJECTION","160MG/8ML (20MG/ML)",0,"DOCETAXEL","DOCETAXEL","0",
207259,1,"TABLET;ORAL","0.005MG;1MG",0,"NORETHINDRONE ACETATE AND ETHINYL ESTRADIOL","ETHINYL ESTRADIOL; NORETHINDRONE ACETATE","0",
207260,1,"TABLET;ORAL","0.0025MG;0.5MG",0,"NORETHINDRONE ACETATE AND ETHINYL ESTRADIOL","ETHINYL ESTRADIOL; NORETHINDRONE ACETATE","0",
207261,1,"TABLET;ORAL","0.5MG;0.1MG",0,"ESTRADIOL AND NORETHINDRONE ACETATE","ESTRADIOL; NORETHINDRONE ACETATE","0",
207261,2,"TABLET;ORAL","1MG;0.5MG",0,"ESTRADIOL AND NORETHINDRONE ACETATE","ESTRADIOL; NORETHINDRONE ACETATE","0",
207262,1,"TABLET;ORAL","25MG",0,"ETHACRYNIC ACID","ETHACRYNIC ACID","0",
207266,1,"INJECTABLE;SPINAL","0.75%",0,"BUPIVACAINE HYDROCHLORIDE","BUPIVACAINE HYDROCHLORIDE","0",
207276,1,"TABLET;SUBLINGUAL","EQ 2MG BASE",0,"BUPRENORPHINE HYDROCHLORIDE","BUPRENORPHINE HYDROCHLORIDE","0",
207276,2,"TABLET;SUBLINGUAL","EQ 8MG BASE",0,"BUPRENORPHINE HYDROCHLORIDE","BUPRENORPHINE HYDROCHLORIDE","0",
207280,1,"SOLUTION/DROPS;OTIC","2%",0,"ACETIC ACID","ACETIC ACID, GLACIAL","0",
207285,1,"TABLET;ORAL","EQ 400MG BASE",0,"MOXIFLOXACIN HYDROCHLORIDE","MOXIFLOXACIN HYDROCHLORIDE","0",
207288,1,"TABLET;ORAL","800MG",0,"SEVELAMER CARBONATE","SEVELAMER CARBONATE","0",
207289,1,"CAPSULE;ORAL","EQ 100MG BASE",0,"DOXYCYCLINE HYCLATE","DOXYCYCLINE HYCLATE","0",
207293,1,"TABLET;ORAL","40MG",0,"FEBUXOSTAT","FEBUXOSTAT","0",
207293,2,"TABLET;ORAL","80MG",0,"FEBUXOSTAT","FEBUXOSTAT","0",
207302,1,"TABLET, EXTENDED RELEASE;ORAL","EQ 7.5MG BASE",0,"DARIFENACIN","DARIFENACIN HYDROBROMIDE","0",
207302,2,"TABLET, EXTENDED RELEASE;ORAL","EQ 15MG BASE",0,"DARIFENACIN","DARIFENACIN HYDROBROMIDE","0",
207304,1,"TABLET;ORAL-28","0.35MG",0,"INCASSIA","NORETHINDRONE","0",
207309,1,"TABLET;ORAL","250MG",0,"METRONIDAZOLE","METRONIDAZOLE","0",
207309,2,"TABLET;ORAL","500MG",0,"METRONIDAZOLE","METRONIDAZOLE","0",
207310,1,"INJECTABLE;INJECTION","900MG/100ML",0,"SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER","SODIUM CHLORIDE","0",
207311,1,"TABLET;ORAL","10MG",0,"EZETIMIBE","EZETIMIBE","0",
207313,1,"CAPSULE;ORAL","300MG;50MG",0,"BUTALBITAL AND ACETAMINOPHEN","ACETAMINOPHEN; BUTALBITAL","0",
207315,1,"TABLET;ORAL","75MG;75MG",0,"LAMIVUDINE AND TENOFOVIR DISOPROXIL FUMARATE","LAMIVUDINE; TENOFOVIR DISOPROXIL FUMARATE","0",
207318,1,"TABLET;ORAL","EQ 17MG BASE",1,"NUPLAZID","PIMAVANSERIN TARTRATE","1",
207321,1,"INJECTABLE;INJECTION","EQ 500MG BASE/VIAL",0,"DEXRAZOXANE HYDROCHLORIDE","DEXRAZOXANE HYDROCHLORIDE","0",
207322,1,"INJECTABLE;INJECTION","EQ 500,000 UNITS BASE/VIAL",0,"POLYMYXIN B SULFATE","POLYMYXIN B SULFATE","0",
207323,1,"INJECTABLE;INJECTION","1MG/ML",0,"CISPLATIN","CISPLATIN","0",
