"revpanstr","revpan","medspecstr","medspec","prodcode","devname","devclassstr","devclass","unclass","gmpexempt","thirdpartystr","thirdparty","revcode3str","revcode3","regnum","typeid","def","physstate","techmeth","targetarea","implant","lifesust"
"HE",7269,"HE",7269,"PKG","Bone Marrow Processing Device To Support Hematopoietic Reconstitution","2",2,,"N","N",78,,,864.924499511719,1,"Processing of bone marrow harvested from human donors to support hematopoietic reconstitution in a recipient.","May include centrifuge, pumps, valves, computerized safety/control systems, sterile single-use disposable tubing, and bags","Relies on a centrifugal field and may include filtration methods for separation of harvested bone marrow into its cellular and non-cellular components.","Bone marrow aspirates obtained from the iliac crest of human donors, processed and infused into the recipient's circulatory system","N","N"
"GU",7185,"GU",7185,"PKI","Fully Subcutaneous Implanted Hemodialyis Catheter","2",2,,"N","N",78,,,876.554016113281,1,"Provides access to the blood for hemodialysis or other chronic uses.","fully subcutaneous implanted hemodialysis catheter","Provides fully subcutaneous access to the blood for hemodialysis or other cronic uses.","internal jugular or femoral veins via the skin and subcutanous tissue","Y","Y"
"DE",6869,,,"PKJ","Crown & Bridge Material, Resin Based","N",78,3,"N","N",78,,,,7,"Used for dental crown restorations by single crown, bridge, etc, or for indirect repair of dental crown fabrications.","Used for dental crown restorations by single crown, bridge, etc, or for indirect repair of dental crown fabrications","Used for dental crown restorations by single crown, bridge, etc, or for indirect repair of dental crown fabrications","tooth","N","N"
"CV",6786,,,"PKK","Stent Delivery System","N",78,3,"N","N",78,,,,7,"for coarctation of the aorta","for coarctation of the aorta","for coarctation of the aorta","Aorta","Y","N"
"GU",7185,"GU",7185,"PKL","Hemostatic Metal Clip For The Gi Tract","2",2,,"N","N",78,,,876.440002441406,1,"Clip placement within the gastrointestinal (GI) tract for the purpose of endoscopic marking, hemostasis for mucosal/sub-mucosal defects, bleeding ulcers, arteries, polyps, diverticula in the colon, prophylactic clipping, anchoring feeding tubes, supplemental closure method of luminal perforations.","Metal clips applied by a delivery system","Applies pressure to tissue","Gastrointestinal tract","Y","Y"
"TX",8488,,,"PKM","Chemiluminescent Immunoassay System","N",78,3,"N","N",78,,,,7,"for in vitro diagnostic use in the quantitative measurement of hyaluronic acid in human serum.","n/a","Chemiluminescent immunoassay","in vitro","N","N"
"OB",7966,"OB",7966,"PKN","Dilator, Cervical, Synthetic, Osmotic","2",2,,"N","N",78,,,884.426025390625,1,"Cervical softening and dilation","Small mass of synthetic material","When placed in the cervical canal, the device absorbs moisture, swells, and exerts radial pressure on the surrounding structures, resulting in mechanical dilation and promotion of cervical ripening.","Cervical canal","N","N"
"SU",8385,"SU",8385,"PKO","Transparent Patch For Use In Treatment Of Tattoos","2",2,,"N","N",78,,,878.481018066406,1,"To reduce formation of bubbles during laser treatment of tattoos.","Liquid in a transparent double sided silicon patch","Uses a chemical optical clearing agent to interact with the bubbles as they are attempting to form to prevent this formation.","tattoos","N","N"
"HO",7279,"HO",7279,"PKP","Immunoglobulin G (Igg) Infusion System","2",2,,"N","N",78,,,880.572509765625,1,"An Immunoglobulin G (IgG) Infusion System is a prescription device intended for subcutaneous delivery of Immunoglobulin G (IgG) in accordance with the FDA approved labeling.","An Immunoglobulin G (IgG) infusion system includes the delivery device, reservoir or syringe, and any administration sets and / or subcutaneous catheters or needles to infuse Immunoglobulin G (IgG) into subcutaneous tissue.","An Immunoglobulin G (IgG) infusion system infuses Immunoglobulin G (IgG) into subcutaneous tissue in accordance with FDA approved labeling.","In accordance with FDA approved labeling, an Immunoglobulin G (IgG) infusion system is for subcutaneous infusion only.","N","N"
"NE",7869,"NE",7869,"PKQ","Computerized Cognitive Assessment Aid","2",2,,"N","N",78,,,882.14697265625,1,"The computerized cognitive assessment aid provides clinicians in a healthcare setting with objective measurements of cognitive function as a screening aid in the assessment of adults 55 years of age and older. This is done for the purpose of identifying a potential decline in cognitive function relative to baseline test performance of other age-normal adults, referring those adults for further testing where warranted, and monitoring changes in cognitive function over time","Computer-administered battery of cognitive tests, computer keyboard, computer screen.","Uses a battery of objective cognitive tests delivered by computer software to determine an individual's current level of cognitive functioning.","Brain","N","N"
"NE",7869,"NE",7869,"PKR","Non-Invasive Vagus Nerve Stimulator - Headache","2",2,,"N","N",78,,,882.859191894531,1,"The device intended for non-invasive vagus nerve stimulation (nVNS) on the side of the neck to treat cluster headache and to reduce the frequency of cluster headache attacks.","The device is a hand-held portable device consisting of an outer plastic case, a battery, signal generating and amplifying electronics, a control to power on the device and control stimulation intensity, and a pair of stainless steel skin contact surfaces.","The device produces a low voltage electric signal that generates an electric field in the vicinity of the vagus nerve. The strength of the stimulation is lower than that required to activate efferent vagus nerve stimulation that mediates cardiac specific effects. Conductive electrode gel is provided for use with the device.","The device is used on the side of the neck for non-invasive Vagus Nerve Stimulation (nVNS).","N","N"
"SU",8385,"SU",8385,"PKT","Laser For Disruption Of Adipocyte Cells For Aesthetic Use","2",2,,"Y","N",78,,,878.539978027344,1,"Laser intended for the disruption of adipocyte cells indicated for body contouring or reduction in circumference of body areas.","The device may include up to three rectangular applicator heads with sapphire glass and dimensions of 4 cm x 6 cm. The laser may be 1064 nm and range in power density from 0.9-1.4 W/cm2.","Laser energy is delivered to the adipose tissue to elevate temperature to 42-47 C for disruption of adipocyte cells. Subsequently, the adipocyte cells release fat and lipids resulting in reduction of the adipose tissue.","Areas of the body for treatment such as the flank, abdomen, thighs, waist, hips","N","N"
"CH",6772,"CH",6772,"PKU","Insulin Pump Secondary Display","2",2,,"N","N",78,,,862.135009765625,4,"The purpose of the insulin pump secondary display is to notify another person of the patient's insulin pump usage information in real time. The secondary display is intended for providing secondary notification of insulin pump usage and does not replace primary real time insulin pump monitoring or standard home blood glucose monitoring.","Typically a software device installed on a third-party mobile device, or implemented in a web-based platform.","Receives and displays real-time patient data from an insulin pump.","n/a","N","N"
"SU",8385,,,"PKY","Implant, Dermal, For Aesthetic Use In The Hands","3",3,,"N","N",78,,,,2,"For hand augmentation to correct volume loss in the dorsum of the hands.","Injectable mixture in a syringe with a needle.","To provide volume fullness to the dorsum (back) of the hand","Dorsum (back) of the hand","Y","N"
"CV",6786,"CV",6786,"PLA","Esophageal Thermal Regulation And Gastric Suctioning Device","2",2,,"N","N",78,,,870.591003417969,1,"The device is used to control a patient's temperature, while simultaneously maintaining access to the stomach to allow gastric decompression and drainage.","The device is a tube with three lumens made of standard medical-grade silicone. A connector allows the device to interface with an external controller, and another connector connects to wall suction.","The device is inserted into the esophagus, and is attached to an external controller that provides heated or cooled water, which flows in a closed loop through two lumens. A third central lumen connects to wall suction for gastric decompression/suctioning.","The device is inserted into the esophagus and the tip reaches the stomach. The entire body is affected by the temperature of the fluid flowing through the device.","N","N"
"CV",6786,"CV",6786,"PLB","Multivariate Vital Signs Index","2",2,,"N","N",78,,,870.22998046875,1,"Automated calculation of a summary index (or indices) based on several individual measured vital sign inputs.","software/firmware","Collects measured parameter inputs and automates the calculation of a summary index based on those parameters","Various","N","N"
"DE",6869,"DE",6869,"PLC","Sleep Appliances With Patient Monitoring","2",2,,"N","N",78,,,872.557006835938,1,"For the treatment of night time snoring and mild to moderate  obstructive sleep apnea in patients 18 years of age or older while also measuring patient compliance to oral appliance therapy.","Comprised of two customized splints (upper and lower) held together by a locking mechanism","advances the patient's mandible in a forward position to increase airway space and additionally monitors the patient compliance to oral appliance therapy","Patient's oral cavity","N","N"
"OR",7982,"OR",7982,"PLF","Bone Wedge","2",2,,"N","N",78,,,888.302978515625,1,"Intended to be used with ancillary fixation for opening wedge osteotomies or fusion in the ankle, foot, proximal tibia.","Wedge  with or without graft window made of metal or polymer","A wedge that may act as a spacer and/or hold bone graft in opening wedge osteotomy procedures, column lengthening, or fusion","foot, ankle, proximal tibia","Y","N"
"DE",6869,"DE",6869,"PLH","Orthodontic Led Accessory","2",2,,"N","N",78,,,872.546997070312,1,"Intended for use during orthodontic treatment.  It is used in conjunction with brackets and wires or aligners and helps facilitate minor anterior tooth movement.","The system consists of a mouthpiece containing LEDs, software, and battery, and a separate storage/charging station.","The device functions by applying light energy to the tissue surrouding tooth roots for a photobiomodulation effect.","Alverolar ridge of maxillary and mandibular arches of patients currently being treated with orthodontic brackets/wires or aligners.","N","N"
"GU",7185,"GU",7185,"PLI","Gastrostomy Tube Holder","2",2,,"N","N",78,,,876.598022460938,4,"Intended to support, secure, and hold gastrostomy tubes","Cloth material held together by fasteners","Holds gastrostomy tube in place using strap","Abdomen","N","N"
"EN",6978,"EN",6978,"PLK","Tympanic Membrane Direct Contact Hearing Aid","2",2,,"N","N",78,,,874.331481933594,1,"A tympanic membrane contact hearing aid is intended to compensate for impaired hearing by transmitting amplified sound by vibrating the tympanic membrane through a transducer that is in direct contact with the tympanic membrane.","A tympanic membrane contact hearing aid consists of an externally worn audio processor, and a custom fitted tympanic membrane receiver/transducer.","A tympanic membrane contact hearing aid is a device worn by the patient that uses an external audio processor to transmit amplified sound by vibrating the tympanic membrane through a transducer that is in direct contact with the tympanic membrane","A tympanic membrane contact hearing aid provides direct, mechanical vibration of the lateral side of the tympanic membrane.","Y","N"
"GU",7185,"GU",7185,"PLL","Submucosal Injection Agent","2",2,,"N","N",78,,,876.150024414062,1,"Intended for use in gastrointestinal endoscopic procedures for submucosal lift of polyps, adenomas, early-stage cancers or other gastrointestinal mucosal lesions, prior to excision with a snare or endoscopic device.","Gel","submucosal injection via endoscopy","Gi tract","N","N"
"MI",7773,"MI",7773,"PLO","Meningitis/Encephalitis Pathogen Multiplex Nucleic Acid Detection System","2",2,,"N","N",78,,,866.39697265625,1,"A meningitis/encephalitis pathogen multiplex nucleic acid detection system is a qualitative in vitro diagnostic test for the direct detection and identification of microbial-associated nucleic acids in cerebrospinal fluid. The test is indicated for individuals with signs and symptoms of meningitis or encephalitis and aids in diagnosis of agents of meningitis or encephalitis when used in conjunction with clinical and other laboratory findings.","Meningitis/encephalitis pathogen multiplex nucleic acid detection systems are in vitro devices that consist of reagents and associated instrumentation for detection and identification of microbial nucleic acids in cerebrospinal fluid specimens.","A qualitative in vitro diagnostic assay that detects and identifies microbial-associated nucleic acids in cerebrospinal fluid specimens.","In vitro diagnostic device","N","N"
"GU",7185,"GU",7185,"PLP","High Intensity Ultrasound System For Prostate Tissue Ablation","2",2,,"N","N",78,,,876.434020996094,1,"Prostate tissue ablation","The system consists of a console, a probe with therapy transducer(s), and single use accessories.","Uses high intensity ultrasound to heat target tissue within the prostate gland, causing coagulation necrosis of that tissue.","The prostate gland","N","N"
"GU",7185,"GU",7185,"PLQ","Enzyme Packed Cartridge","2",2,,"N","N",78,,,876.598510742188,1,"Hydrolyze fats in enteral formula.","Cartridge packed with enzyme linked beads","Hydrolyzes fats in enteral formula ex vivo and delivers them into the enteral tract through a feeding tube","GI tract","N","N"
"OR",7982,"OR",7982,"PLR","Spinal Vertebral Body Replacement Device - Cervical","2",2,,"N","N",78,,,888.306030273438,1,"Vertebral body replacement in the cervical spine.","Metallic or polymeric device (usually rectangular or cylindrical), with open central and lateral canals for bone graft containment, providing rigidity and structural support.","Provides structural support for the indicated population.","Cervical spine","Y","N"
"NE",7869,"NE",7869,"PLU","Thermal System For Insomnia","2",2,,"N","N",78,,,882.570007324219,1,"A thermal system for insomnia is a prescription device for use in patients with insomnia that is used to apply a specified temperature to the skin surface.","Applies a specified temperature to the skin surface in patients with insomnia.","Applies a specified temperature to the skin surface in patients with insomnia.","Skin surface.","N","N"
"DE",6869,"DE",6869,"PLV","Dental Stereotaxic Instrument","2",2,,"N","N",78,,,872.411987304688,1,"To facilitate dental implant placement in patients that are partially endentulous or edentulous.","A cart mounted system that physically attaches to the patient as well as the surgical instrument in order to detect the location of the device in physical space.","The device uses stereo cameras to detect tracking devices placed on both the surgical instrument as well as on the patient.  The tracked image is then placed on a screen with predetermined anatomical landmarks to assist the clinician with the surgical placement.","Intraoral surgical procedures in the mouth.","N","N"
"OR",7982,"OR",7982,"PLW","Acetabular Cup Orientation System","2",2,,"N","N",78,,,888.335021972656,1,"The acetabular cup orientation system is intended to be used as a surgical instrument to assist in the intra-operative orientation of acetabular cup components used with total hip arthroplasty. The device utilizes anatomic landmarks of the pelvis that are clearly identifiable on pre-operative imaging scans.","A patient-matched acetabular guide, made of polymeric material and with a patient-matched surface that is congruent to the mating acetabular surface. May be manufactured through an additive manufacturing process.","The device consists of a software component that generates a pre-operative plan based on the medical imaging data and a hardware component, the patient-matched guide that is positioned onto/within the acetabulum by mating the patient-specific contact surface to its corresponding anatomical surface. The guide is used to place an alignment pin at/near the acetabular rim in a pre-operatively desired orientation. The alignment pin is used as a visual reference to assist in the intra-operative orientation of the acetabular component during THA, so the surgeon may visually ensure that the orientation of the alignment pin matches the normal direction of the acetabular component.","Acetabulum","N","N"
"OP",7980,"OP",7980,"PLX","Tear Duct Occluder","1",1,,"N","N",78,,,886.583801269531,4,"A nasolacrimal compression device is a device used to compress the nasolacrimal ducts to reduce drainage by means of temporary occlusion of the nasolacrimal system.  The device may include a nose piece attached to a frame to apply pressure to the duct.","the frame material (e.g., metal) is durable and flexible enough to appropriately fit the frame to the patient and maintain nose pad placement. The nose pads from which the pressure is applied should include padding to mitigate risk of abrasion. The device also includes a mechanism to maintain consistent pressure during use (e.g., adjustable Velcro strap).","A device of this type uses a nose piece to apply direct pressure to the top of the nasal aspect of the orbital rim to occlude the ducts during application of the pressure.  The pressure can be controlled by means of tightening a strap that is worn around a patient's head. The device includes a failure mechanism to protect against excessive pressure.","Nasal aspect of orbital rim","N","N"
"HO",7279,"SU",8385,"PLY","Antimicrobial Drapes","2",2,,"N","N",78,,,878.43701171875,1,"Used to reduce the risk of skin flora contamination of the surgical wound during a surgical procedure.","Device is composed of transparent, breathable fluid barrier film laminated to acrylic pressure-sensitive adhesive that contains 2% CHG.  Drape is on a silicone-coated release liner.","Transparent, breathable fluid barrier film laminated to acrylic adhesive that contains 2% w/w Chlorhexidine Gluconate (CHG).  Adhesive drape is on a silicone-coated release liner.","skin/surgical wound","N","N"
"OP",7980,"OP",7980,"PLZ","Ocular Pattern Recorder","2",2,,"N","N",78,,,886.192504882812,1,"A diurnal pattern recorder system is a non-implantable, prescription device incorporating a telemetric sensor intended to detect changes in ocular dimension for monitoring diurnal patterns of IOP fluctuation.","hydrophillic lens with active strain gauge.  RF receiving antenna connected to a recorder to track data over time. unit also includes dedicated software package to review recorded device","The device is comprise of a hydrophilic, single use soft contact lens with a sensor and antenna embedded in it, allowing for continuous wireless recording of changes in ocular dimension. An external adhesive antenna worn around the eye is used to send power to, and receive measurement data, from the embedded system. The external adhesive antenna is connected to a pocket-size recorder worn by the patient during the recording session for up to 24 hours. At the end of the session, the data is transferred from the recorder to the computer of the healthcare professional for review using a dedicated software.","cornea of the eye","N","N"
"AN",6578,"AN",6578,"PMB","External Airway","2",2,,"N","N",78,,,868.510498046875,1,"This device is intended to maintain airway patency using negative pressure during mild to moderate sedation.","The device is a silicone collar that is attached by adhesive and stays on with negative pressure suction.","The device provides negative pressure (suction)to the neck  through a tube that attaches to the wall outlet of a central vacuum system.  The negative pressure is monitored by a user provided regulator that displays the pressure.","The target area is the surface of the mandible and neck which overlay the upper airway tract.","N","N"
"SU",8385,"SU",8385,"PMC","Scalp Cooling System","2",2,,"N","N",78,,,878.435974121094,1,"A  scalp cooling system is intended to reduce or prevent the frequency and severity of alopecia during chemotherapy in which alopecia-inducing chemotherapeutic agents are used.","a cooling cap which is placed on the patients head and a cooling system that houses the cooling liquid, controls the temperature, and has a user interface","A cooling cap with cooling fluid running through the cap cools the scalp.    A cooling tank consists of a computer controlled system that includes a refrigerated tank containing the cooling agent that maintain the temperature of the cooling fluid.","The scalp","N","N"
"DE",6869,"DE",6869,"PME","External Cleaning Solution","2",2,,"N","N",78,,,872.325988769531,4,"For use on dental restorations, external to the mouth, prior to insertion into the mouth.","Solution consists of a gel or liquid that is applied directly to the dental restoration.","Applied manually by applicator to the dental restoration, then rinsed thoroughly with water and air dried before placement in the mouth.","The target area of the body is a tooth which will have the dental restoration applied to it.","N","N"
"HE",7269,"HE",7269,"PMG","Automated Multicolor Fluorescent Imaging Cytometric Analysis System","2",2,,"N","N",78,,,864.52197265625,1,"An automated multicolor fluorescent imaging cytometer and absorbance spectrometer which utilizes specific single-use reagent cartridges to identify and enumerate specific hematologic subpopulations and parameters (e.g., hemoglobin) using spectrophotometric absorbance measurement and fluorescence measurements.","System may include image cytometer, assay-specific single-use reagent cartridges and reagents, specimen and process controls, dedicated instrument control, data acquisition software and other essential hardware components.","System identifies and enumerates specific leukocyte populations using immunophenotyping methods and image cytometry.  System performs quantification and enumeration of cells using specific fluorescently labeled conjugated antibodies to bind to leukocytes expressing corresponding immunologic markers.  The system also uses spectrophotometric methods for measurement of hemoglobin concentration in whole blood specimens.","Human whole blood","N","N"
"GU",7185,,,"PMH","Mechanical Compression Device Fecal Incontinence (Non-Manually Operated)","f",102,,"N","N",78,,,,6,"For treatment of fecal incontinence in patients who have failed conservative therapies","The device is comprised of an annular ring (implant), sizing tool and insertion tool.","Compresseion of the anal sphincter through use of magnetic force","External anal sphincter.","Y","N"
"MG",7771,,,"PMI","Fluorescence In Situ Hybridization, Platelet-Derived Growth Factor Receptor, Beta Polypeptide (Pdgfrb), Rearrangement","3",3,,"N","N",78,,,,6,"A fluorescence in situ hybridization (FISH) assay for PDGFRB rearrangement is a qualitative in vitro diagnostic assay to detect large rearrangements or translocations within the PDGFRB gene locus. It is indicated as an aid in the assessment of patients for whom treatment with tyrosine kinase inhibitors might be appropriate.","The device is a laboratory assay that consists of slide preparation materials, fluorescent FISH probes, buffers, nuclear counterstain, and a fluorescence-enabled microscope.","The assay uses fluorescence in situ hybridization, manual method, with a dual-labeled break-apart DNA probe. When the PDGFRB genetic locus is intact, a single yellow signal is visualized and when it is rearranged separate red and green signals may be visualized and enumerated under fluorescent microscopy.","Human bone marrow aspirate or peripheral blood","N","N"
"CV",6786,"CV",6786,"PMJ","Cpr Aid Feedback Device (No Software)","2",2,,"N","N",78,,,870.52099609375,4,"Provides real-time feedback to the rescuer regarding the quality of CPR being delivered to the victim, and provides either audio and/or visual information to encourage the rescuer to continue the consistent application of effective manual CPR in accordance with current accepted CPR guidelines","An external device generally placed on or near the subject/victim and provides audio and/or visual feedback to the rescuer.","Mechanical or electro-mechanical.  No software.","Chest - skin contact.","N","N"
"CV",6786,"CV",6786,"PMK","Cpr Aid Device Without Feedback","1",1,,"N","N",78,,,870.52099609375,4,"A device that performs a simple function such as proper hand placement and/or simple prompting for rate and/or timing of compressions/breathing for the professionally trained rescuer, but offers no feedback related to the quality of the CPR being provided.  These devices are intended for use by persons professionally trained in CPR to assure proper use and the delivery of optimal CPR to the victim.","External device that provides audio and/or visual prompting of rate and/or ventilation and/or proper placement of hands for CPR, in accordance with current CPR Guidelines.","mechanical, electro-mechanical, software can be included. Prompting only -  no real-time feedback related to the CPR being performed.","Near rescuer (non patient contact) on chest - skin contact.","N","N"
"OR",7982,"OR",7982,"PML","Bone Cement, Posterior Screw Augmentation","2",2,,"N","N",78,,,888.302673339844,1,"The device is intended to augment the fixation of screws in a posterior spinal system construct.","Viscous, polymethylmethacrylate material that set hardens over time.","The device is placed within the prepared bone canal for placement of the posterior screw, and can be delivered through the screw cannulation and fenestrations.","Prepared bone canal in the posterior spine for placement of a screw.","Y","N"
"MI",7773,"MI",7773,"PMN","Assayed External Control Material For Microbiology Nucleic Acid Amplification (Nat) Assays","2",2,,"N","N",78,,,866.392028808594,1,"Assayed external quality control material to monitor the performance of microbiology nucleic acid assays for in vitro diagnostic use.","solid or liquid","For use with nucleic acid amplification microbiology assays","Not applicable - Single or multi-analyte","N","N"
"NE",7869,,,"PMP","Dorsal Root Ganglion Stimulator For Pain Relief","3",3,,"N","N",78,,,,2,"Stimulation of the dorsal root ganglion for the treatment of chronic, intractable pain of the lower limbs.","Main components include implanted leads, implanted neurostimulator, and external programmers","Uses electrical stimulation to the dorsal root ganglion to relieve chronic, intractable pain","dorsal root ganglion","Y","N"
"HE",7269,"HE",7269,"PMQ","Peripheral Blood Processing Device For Wound Management","2",2,,"N","N",78,,,864.924499511719,1,"Preparation of autologous platelet rich plasma gel from a small sample of peripheral blood for wound management.","May include centrifuge and sterile single-use tubes and disposables","Uses centrifugal methods to separate whole blood into components, after which the platelet rich plasma gel is withdrawn","Blood drawn from peripheral veins, PRP gel topically applied to exuding cutaneous wounds such as leg ulcers, pressure ulcers and diabetic ulcers, and mechanically or surgically-debrided wounds","N","N"
"HO",7279,"HO",7279,"PMS","Peripheral Intravenous (Piv) Infiltration Monitor","2",2,,"N","N",78,,,880.572509765625,1,"Peripheral catheter monitor (PIV) indicated for the detection of subcutaneous infiltrations and extravasations.","The device consists of a monitor, a reusable optical sensor cable and a single-use sensor receptacle.","The peripheral intravenous (PIV) monitoring device that uses visible and near-infrared light to measure changes in the optical properties of the tissue near a PIV insertion site to determine if an infiltration of the peripheral catheter has occurred.","peripherally-inserted IVs (PIVs), generally on the forearm or dorsal aspect of the hand.","N","N"
"MI",7773,"MI",7773,"PMT","Device To Detect And Measure Procalcitonin (Pct) In Human Clinical Specimens","2",2,,"N","N",78,,,866.321472167969,1,"An assay used to determine the level of procalcitonin (PCT) in human serum and plasma as an aid in assessing the mortality for patients diagnosed with severe sepsis or septic shock.","In vitro diagnostic device","Immunoassay, ELISA","Detection and determination the concentration of PCT (procalcitonin) in human serum and EDTA or heparin plasma specimens.","N","N"
"OB",7966,"OB",7966,"PMU","Containment System, Laparoscopic Power Morcellation, With Instrument Port","2",2,,"N","N",78,,,884.405029296875,1,"Use as a multiple instrument port and tissue containment system during minimally invasive gynecologic laparoscopic surgery to enable the isolation and containment of tissue considered benign, resected during single-port or multi-site laparoscopic surgery during power morcellation and removal. The device is compatible with bipolar or electromechanical laparoscopic power morcellators that are between 15 mm and 18 mm in shaft outer diameter and 135 mm and 180 mm in shaft working length and which have an external component that allows for the proper orientation of the laparoscope to perform a contained morcellation.","A retractor and boot assembly with a tissue pouch/specimen bag","A tissue pouch is placed through a multi-instrument port to allow for containment of resected gynecologic tissue.  The pouch is insufflated to create a working space for morcellation.  A laparoscopic power morcellator and a laparoscope are placed through the port and into the pouch to enable visualization of the morcellation.","abdomen","N","N"
"OP",7980,"OP",7980,"PMW","Strabismus Detection Device","2",2,,"N","N",78,,,886.134216308594,1,"For the automated detection of misalignment of the visual axes for prescription use only.","Hardware components are integrated in a housing (e.g., plastic enclosure), which includes the image acquisition optics, the system computer and visual display. User input is limited to only basic device function, such as: “Background” button for background measurements and “Measure” button to perform the measurement of the patient. Device output is conveyed to the operator through LED indicator lights on the surface of the instrument. The device is designed as a non-contact device and is AC powered.","Includes a laser diode (Scanning Laser) that emits a beam of polarized laser light onto the retina based on the principle of retinal birefringence scanning (birefringent nerve fibers that surround the fovea change the polarization state of reflected light). A separate laser diode (Rangefinder light) assists the operator to determine the correct distance of the device from the patient. The patient fixates on a fixation target LED. Photo sensors detect the polarization characteristics of reflected laser light from the fovea. A software algorithm is used to determine whether central fixation is present in both eyes (“Not Refer”), or in only one eye (“Refer”).","The target area is the eye.","N","N"
"SU",8385,"SU",8385,"PMX","Absorbable Collagen Hemostatic Agent With Thrombin","3",3,,"N","N",78,,,878.448974609375,2,"Intended for use as an adjunct to hemostasis when control of bleeding by ligature or conventional procedures is ineffective or impractical.","collagen plus thrombin","Hemostatic agent combining tamponade and acceleration of fibrin clot formation","Surgical procedures other than ophthalmic","Y","N"
"MI",7773,"MI",7773,"PMY","System, Nucleic Acid Amplification Test, Dna, Carbapenem Non-Susceptible Gram Negative Organism, Colony","2",2,,"N","N",78,,,866.164001464844,1,"To detect the presence of genetic markers of antimicrobial resistance by testing isolated bacterial colonies using nucleic  acid amplification technology.","single-use, disposable assay cartridge and instrument system","qualitative nucleic acid amplification test","not applicable","N","N"
"NE",7869,"NE",7869,"PNA","Evoked Photon Image Capture Device","1",1,,"N","N",78,,,882.156127929688,4,"The System reports two sets of numbers under two different conditions, one with capacitive barrier to minimize the effect of variables such as oils and sweat on the image and one without the capacitive barrier. The response scale reports numerical measures of electrophysiological signals emanating from the skin.  The device is limited to use as a measurement tool and is not intended for diagnostic purposes or for influencing any clinical decisions. This device is only to be used to image and document electrophysiological signals emanating from the skin.","The system includes the following components: (1) The Device, (2) Power cord, (3) USB external cable, (4) Electrode cover, (5) Finger shroud, (6) Reference probe, (7) Reference probe cable, (8) Reference probe shroud, (9) Instructions for Use, (10) Computer All-In-One System or Laptop with Software installed, (11) Keyboard and mouse, (12) USB hardware key, (13) Capacitive barriers, (14) Cleaning cloths, and (15) Alcohol swabs","The System consists of the hardware attached to a computer/software system. The measurements are digital photographs acquired when placing a fingertip in contact with a glass electrode. A series of electrical impulses are applied to the glass electrode generating a localized electromagnetic field around the fingertip. Under the influence of this field, an image is generated.","Finger tips","N","N"
"GU",7185,"GU",7185,"PNB","Biliary Stent System For Benign Strictures","2",2,,"N","N",78,,,876.501098632812,1,"A benign stricture biliary stent system is a prescription device intended for treatment of benign biliary strictures. Stents are intended to be left indwelling for a limited amount of time and subsequently removed. The device consists of a metal stent and a delivery system intended to place the stent in the biliary ducts.","Device consists of an expandable metal stent and a delivery catheter","Maintains biliary duct patency","Bile ducts","Y","N"
"AN",6578,,,"PNC","Catheter Introducer","N",78,3,"N","N",78,,,,3,"The catheter introducer is intended to provide a path for a catheter to be placed near nerves or into and around wound sites for the delivery local anesthesia.","The needle is made from stainless steel material with a sharp beveled tip. The proximal end of the needle consist of a female luer made of polystyrene. The sheath tube consist of Soltex with a split -T hub. The sheath tube is scored the length of the tube.","The catheter introducer consist of a stainless steel needle with a sharp tip surrounded by a plastic peelable sheath. The needle with Sheath is inserted through the skin to the wound site or nerves for regional anesthesia. Once at the desired location the needle is removed and the catheter is inserted through the plastic sheath. With the catheter in place, the plastic sheath with a Split T handle is removed from the skin leaving the catheter in place.","nerves","N","N"
"HO",7279,"HO",7279,"PND","Midline Catheter","2",2,,"N","N",78,,,880.52001953125,1,"The catheter is inserted into the peripheral vascular system for infusion of fluids and medications for less than 28 days.","Consists of a thin, flexible plastic tube that may have a guide wire inside the catheter to add stiffness to facilitate insertion","The catheter is inserted into the peripheral vascular system for infusion of fluids and medications.","The catheter is inserted in the peripheral vascular system (basilic, cephalic, or brachial veins) usually above the antecubital fossa and the tip terminates at or near the axillary area.","N","N"
"CV",6786,"CV",6786,"PNE","Reprocessed Catheter Introducer","2",2,,"N","N",78,,,870.133972167969,1,"Introduce various cardiovascular catheters into the heart and cardiovascular system","Sheath with lumen(s). Polymer-based shaft material for both introducer and dilator. Reprocessed device.","The devices navigate to the target location and facilitate the introduction of cardiovascular catheters to the target location.","Heart and vasculature (coronary and peripheral)","N","N"
"CV",6786,,,"PNF","Aortic Stent","3",3,,"N","N",78,,,,2,"Coarctation of the Aorta","The stent is metal and is offered in a range of diameters","An expandable stent is placed in the aorta to keep the vessel open","Aorta","Y","Y"
"GU",7185,"GU",7185,"PNG","Peritoneal, Drainage Catheter For Refractory Ascites, Long-Term Indwelling","2",2,,"N","N",78,,,876.56298828125,1,"For drainage of refractory ascites with long-term occurrence  from the peritoneal cavity.","Plastic tubing with a tissue ingrowth cuff and valve or connector.","Typically attached to positive pressure or gravity feed to assist in drainage of fluid from the peritoneal cavity.","Peritoneal Cavity.","Y","Y"
