code;text;long;starcode;never_main;gender;nonspecific
W2s9i;Slag, støt eller sammenstøt med gjenstand på annet sted under arbeid i ukjent eller ikke spesifisert næring;"Sammenst m/gjenst;annet sted;Ukj/ikke spes næring";;X;;
W2s9j;Slag, støt eller sammenstøt med gjenstand på annet sted under utdanning;"Sammenst m/gjenst;annet sted;Utdann";;X;;
W2s9k;Slag, støt eller sammenstøt med gjenstand på annet sted under verneplikt, militærtjeneste eller siviltjeneste;"Sammenst m/gjenst;annet sted;Verneplikt";;X;;
W2s9m;Slag, støt eller sammenstøt med gjenstand på annet sted under idrett, sport eller mosjon i utdanning/verneplikt/siviltjeneste;"Sammenst m/gjenst;annet sted;Idrett v/utd/vernepl";;X;;
W2s9p;Slag, støt eller sammenstøt med gjenstand på annet sted under annen idrett, sport eller mosjon;"Sammenst m/gjenst;annet sted;Annen idrett";;X;;
W2s9r;Slag, støt eller sammenstøt med gjenstand på annet sted under annen aktivitet;"Sammenst m/gjenst;annet sted;Annen aktivitet";;X;;
W2s9y;Slag, støt eller sammenstøt med gjenstand på annet sted under ukjent aktivitet;"Sammenst m/gjenst;annet sted;Ukjent aktivitet";;X;;
W2sxa;Slag, støt eller sammenstøt med gjenstand på ukjent sted under arbeid i industri, bergverk, olje eller gass;"Sammenst m/gjenst;ukjent sted;Industri";;X;;
W2sxb;Slag, støt eller sammenstøt med gjenstand på ukjent sted under arbeid i bygg og anlegg;"Sammenst m/gjenst;ukjent sted;Bygg/anl";;X;;
W2sxc;Slag, støt eller sammenstøt med gjenstand på ukjent sted i all virksomhet knyttet til olje-/gassutvinning på norsk kontinentalsokkel;"Sammenst m/gjenst;ukjent sted;Olje/gassutv";;X;;
W2sxd;Slag, støt eller sammenstøt med gjenstand på ukjent sted i jordbruk eller skogbruk;"Sammenst m/gjenst;ukjent sted;Jord/skogbr";;X;;
W2sxe;Slag, støt eller sammenstøt med gjenstand på ukjent sted under arbeid med fiske eller fangst;"Sammenst m/gjenst;ukjent sted;Fiske/fangst";;X;;
W2sxf;Slag, støt eller sammenstøt med gjenstand på ukjent sted under arbeid i det militære forsvar;"Sammenst m/gjenst;ukjent sted;Forsvar";;X;;
W2sxg;Slag, støt eller sammenstøt med gjenstand på ukjent sted under arbeid i politi eller fengselsvesen;"Sammenst m/gjenst;ukjent sted;Politi/fengsel";;X;;
W2sxh;Slag, støt eller sammenstøt med gjenstand på ukjent sted under arbeid i annen næring;"Sammenst m/gjenst;ukjent sted;Annen næring";;X;;
W2sxi;Slag, støt eller sammenstøt med gjenstand på ukjent sted under arbeid i ukjent eller ikke spesifisert næring;"Sammenst m/gjenst;ukjent sted;Ukj/ikke spes næring";;X;;
W2sxj;Slag, støt eller sammenstøt med gjenstand på ukjent sted under utdanning;"Sammenst m/gjenst;ukjent sted;Utdann";;X;;
W2sxk;Slag, støt eller sammenstøt med gjenstand på ukjent sted under verneplikt, militærtjeneste eller siviltjeneste;"Sammenst m/gjenst;ukjent sted;Verneplikt";;X;;
W2sxm;Slag, støt eller sammenstøt med gjenstand på ukjent sted under idrett, sport eller mosjon i utdanning/verneplikt/siviltjeneste;"Sammenst m/gjenst;ukjent sted;Idrett v/utd/vernepl";;X;;
W2sxp;Slag, støt eller sammenstøt med gjenstand på ukjent sted under annen idrett, sport eller mosjon;"Sammenst m/gjenst;ukjent sted;Annen idrett";;X;;
W2sxr;Slag, støt eller sammenstøt med gjenstand på ukjent sted under annen aktivitet;"Sammenst m/gjenst;ukjent sted;Annen aktivitet";;X;;
W2sxy;Slag, støt eller sammenstøt med gjenstand på ukjent sted under ukjent aktivitet;"Sammenst m/gjenst;ukjent sted;Ukjent aktivitet";;X;;
W2t0a;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i bolig eller boligområde under arbeid i industri, bergverk, olje eller gass;"Uly mask./verktøy;bolig;Industri";;X;;
W2t0b;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i bolig eller boligområde under arbeid i bygg og anlegg;"Uly mask./verktøy;bolig;Bygg/anl";;X;;
W2t0c;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i bolig eller boligområde i all virksomhet knyttet til olje-/gassutvinning på norsk kontinentalsokkel;"Uly mask./verktøy;bolig;Olje/gassutv";;X;;
W2t0d;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i bolig eller boligområde i jordbruk eller skogbruk;"Uly mask./verktøy;bolig;Jord/skogbr";;X;;
W2t0e;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i bolig eller boligområde under arbeid med fiske eller fangst;"Uly mask./verktøy;bolig;Fiske/fangst";;X;;
W2t0f;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i bolig eller boligområde under arbeid i det militære forsvar;"Uly mask./verktøy;bolig;Forsvar";;X;;
W2t0g;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i bolig eller boligområde under arbeid i politi eller fengselsvesen;"Uly mask./verktøy;bolig;Politi/fengsel";;X;;
W2t0h;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i bolig eller boligområde under arbeid i annen næring;"Uly mask./verktøy;bolig;Annen næring";;X;;
W2t0i;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i bolig eller boligområde under arbeid i ukjent eller ikke spesifisert næring;"Uly mask./verktøy;bolig;Ukj/ikke spes næring";;X;;
W2t0j;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i bolig eller boligområde under utdanning;"Uly mask./verktøy;bolig;Utdann";;X;;
W2t0k;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i bolig eller boligområde under verneplikt, militærtjeneste eller siviltjeneste;"Uly mask./verktøy;bolig;Verneplikt";;X;;
W2t0m;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i bolig eller boligområde under idrett, sport eller mosjon i utdanning/verneplikt/siviltjeneste;"Uly mask./verktøy;bolig;Idrett v/utd/vernepl";;X;;
W2t0p;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i bolig eller boligområde under annen idrett, sport eller mosjon;"Uly mask./verktøy;bolig;Annen idrett";;X;;
W2t0r;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i bolig eller boligområde under annen aktivitet;"Uly mask./verktøy;bolig;Annen aktivitet";;X;;
W2t0y;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i bolig eller boligområde under ukjent aktivitet;"Uly mask./verktøy;bolig;Ukjent aktivitet";;X;;
W2t1a;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon ved veitrafikkulykke under arbeid i industri, bergverk, olje eller gass;"Uly mask./verktøy;veitrafikk;Industri";;X;;
W2t1b;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon ved veitrafikkulykke under arbeid i bygg og anlegg;"Uly mask./verktøy;veitrafikk;Bygg/anl";;X;;
W2t1c;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon ved veitrafikkulykke i all virksomhet knyttet til olje-/gassutvinning på norsk kontinentalsokkel;"Uly mask./verktøy;veitrafikk;Olje/gassutv";;X;;
W2t1d;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon ved veitrafikkulykke i jordbruk eller skogbruk;"Uly mask./verktøy;veitrafikk;Jord/skogbr";;X;;
W2t1e;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon ved veitrafikkulykke under arbeid med fiske eller fangst;"Uly mask./verktøy;veitrafikk;Fiske/fangst";;X;;
W2t1f;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon ved veitrafikkulykke under arbeid i det militære forsvar;"Uly mask./verktøy;veitrafikk;Forsvar";;X;;
W2t1g;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon ved veitrafikkulykke under arbeid i politi eller fengselsvesen;"Uly mask./verktøy;veitrafikk;Politi/fengsel";;X;;
W2t1h;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon ved veitrafikkulykke under arbeid i annen næring;"Uly mask./verktøy;veitrafikk;Annen næring";;X;;
W2t1i;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon ved veitrafikkulykke under arbeid i ukjent eller ikke spesifisert næring;"Uly mask./verktøy;veitrafikk;Ukj/ikke spes næring";;X;;
W2t1j;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon ved veitrafikkulykke under utdanning;"Uly mask./verktøy;veitrafikk;Utdann";;X;;
W2t1k;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon ved veitrafikkulykke under verneplikt, militærtjeneste eller siviltjeneste;"Uly mask./verktøy;veitrafikk;Verneplikt";;X;;
W2t1m;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon ved veitrafikkulykke under idrett, sport eller mosjon i utdanning/verneplikt/siviltjeneste;"Uly mask./verktøy;veitrafikk;Idrett v/utd/vernepl";;X;;
W2t1p;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon ved veitrafikkulykke under annen idrett, sport eller mosjon;"Uly mask./verktøy;veitrafikk;Annen idrett";;X;;
W2t1r;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon ved veitrafikkulykke under annen aktivitet;"Uly mask./verktøy;veitrafikk;Annen aktivitet";;X;;
W2t1y;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon ved veitrafikkulykke under ukjent aktivitet;"Uly mask./verktøy;veitrafikk;Ukjent aktivitet";;X;;
W2t2a;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon ved annen ulykke på gate eller vei under arbeid i industri, bergverk, olje eller gass;"Uly mask./verktøy;ann gt/vei;Industri";;X;;
W2t2b;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon ved annen ulykke på gate eller vei under arbeid i bygg og anlegg;"Uly mask./verktøy;ann gt/vei;Bygg/anl";;X;;
W2t2c;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon ved annen ulykke på gate eller vei i all virksomhet knyttet til olje-/gassutvinning på norsk kontinentalsokkel;"Uly mask./verktøy;ann gt/vei;Olje/gassutv";;X;;
W2t2d;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon ved annen ulykke på gate eller vei i jordbruk eller skogbruk;"Uly mask./verktøy;ann gt/vei;Jord/skogbr";;X;;
W2t2e;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon ved annen ulykke på gate eller vei under arbeid med fiske eller fangst;"Uly mask./verktøy;ann gt/vei;Fiske/fangst";;X;;
W2t2f;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon ved annen ulykke på gate eller vei under arbeid i det militære forsvar;"Uly mask./verktøy;ann gt/vei;Forsvar";;X;;
W2t2g;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon ved annen ulykke på gate eller vei under arbeid i politi eller fengselsvesen;"Uly mask./verktøy;ann gt/vei;Politi/fengsel";;X;;
W2t2h;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon ved annen ulykke på gate eller vei under arbeid i annen næring;"Uly mask./verktøy;ann gt/vei;Annen næring";;X;;
W2t2i;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon ved annen ulykke på gate eller vei under arbeid i ukjent eller ikke spesifisert næring;"Uly mask./verktøy;ann gt/vei;Ukj/ikke spes næring";;X;;
W2t2j;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon ved annen ulykke på gate eller vei under utdanning;"Uly mask./verktøy;ann gt/vei;Utdann";;X;;
W2t2k;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon ved annen ulykke på gate eller vei under verneplikt, militærtjeneste eller siviltjeneste;"Uly mask./verktøy;ann gt/vei;Verneplikt";;X;;
W2t2m;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon ved annen ulykke på gate eller vei under idrett, sport eller mosjon i utdanning/verneplikt/siviltjeneste;"Uly mask./verktøy;ann gt/vei;Idrett v/utd/vernepl";;X;;
W2t2p;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon ved annen ulykke på gate eller vei under annen idrett, sport eller mosjon;"Uly mask./verktøy;ann gt/vei;Annen idrett";;X;;
W2t2r;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon ved annen ulykke på gate eller vei under annen aktivitet;"Uly mask./verktøy;ann gt/vei;Annen aktivitet";;X;;
W2t2y;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon ved annen ulykke på gate eller vei under ukjent aktivitet;"Uly mask./verktøy;ann gt/vei;Ukjent aktivitet";;X;;
W2t3a;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i barnehage eller på lekeplass under arbeid i industri, bergverk, olje eller gass;"Uly mask./verktøy;barneh/lekepl;Industri";;X;;
W2t3b;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i barnehage eller på lekeplass under arbeid i bygg og anlegg;"Uly mask./verktøy;barneh/lekepl;Bygg/anl";;X;;
W2t3c;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i barnehage eller på lekeplass i all virksomhet knyttet til olje-/gassutvinning på norsk kontinentalsokkel;"Uly mask./verktøy;barneh/lekepl;Olje/gassutv";;X;;
W2t3d;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i barnehage eller på lekeplass i jordbruk eller skogbruk;"Uly mask./verktøy;barneh/lekepl;Jord/skogbr";;X;;
W2t3e;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i barnehage eller på lekeplass under arbeid med fiske eller fangst;"Uly mask./verktøy;barneh/lekepl;Fiske/fangst";;X;;
W2t3f;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i barnehage eller på lekeplass under arbeid i det militære forsvar;"Uly mask./verktøy;barneh/lekepl;Forsvar";;X;;
W2t3g;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i barnehage eller på lekeplass under arbeid i politi eller fengselsvesen;"Uly mask./verktøy;barneh/lekepl;Politi/fengsel";;X;;
W2t3h;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i barnehage eller på lekeplass under arbeid i annen næring;"Uly mask./verktøy;barneh/lekepl;Annen næring";;X;;
W2t3i;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i barnehage eller på lekeplass under arbeid i ukjent eller ikke spesifisert næring;"Uly mask./verktøy;barneh/lekepl;Ukj/ikke spes næring";;X;;
W2t3j;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i barnehage eller på lekeplass under utdanning;"Uly mask./verktøy;barneh/lekepl;Utdann";;X;;
W2t3k;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i barnehage eller på lekeplass under verneplikt, militærtjeneste eller siviltjeneste;"Uly mask./verktøy;barneh/lekepl;Verneplikt";;X;;
W2t3m;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i barnehage eller på lekeplass under idrett, sport eller mosjon i utdanning/verneplikt/siviltjeneste;"Uly mask./verktøy;barneh/lekepl;Idrett v/utd/vernepl";;X;;
W2t3p;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i barnehage eller på lekeplass under annen idrett, sport eller mosjon;"Uly mask./verktøy;barneh/lekepl;Annen idrett";;X;;
W2t3r;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i barnehage eller på lekeplass under annen aktivitet;"Uly mask./verktøy;barneh/lekepl;Annen aktivitet";;X;;
W2t3y;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i barnehage eller på lekeplass under ukjent aktivitet;"Uly mask./verktøy;barneh/lekepl;Ukjent aktivitet";;X;;
W2t4a;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon på skole, høyskole eller i skolegård under arbeid i industri, bergverk, olje eller gass;"Uly mask./verktøy;skole m.v;Industri";;X;;
W2t4b;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon på skole, høyskole eller i skolegård under arbeid i bygg og anlegg;"Uly mask./verktøy;skole m.v;Bygg/anl";;X;;
W2t4c;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon på skole, høyskole eller i skolegård i all virksomhet knyttet til olje-/gassutvinning på norsk kontinentalsokkel;"Uly mask./verktøy;skole m.v;Olje/gassutv";;X;;
W2t4d;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon på skole, høyskole eller i skolegård i jordbruk eller skogbruk;"Uly mask./verktøy;skole m.v;Jord/skogbr";;X;;
W2t4e;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon på skole, høyskole eller i skolegård under arbeid med fiske eller fangst;"Uly mask./verktøy;skole m.v;Fiske/fangst";;X;;
W2t4f;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon på skole, høyskole eller i skolegård under arbeid i det militære forsvar;"Uly mask./verktøy;skole m.v;Forsvar";;X;;
W2t4g;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon på skole, høyskole eller i skolegård under arbeid i politi eller fengselsvesen;"Uly mask./verktøy;skole m.v;Politi/fengsel";;X;;
W2t4h;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon på skole, høyskole eller i skolegård under arbeid i annen næring;"Uly mask./verktøy;skole m.v;Annen næring";;X;;
W2t4i;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon på skole, høyskole eller i skolegård under arbeid i ukjent eller ikke spesifisert næring;"Uly mask./verktøy;skole m.v;Ukj/ikke spes næring";;X;;
W2t4j;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon på skole, høyskole eller i skolegård under utdanning;"Uly mask./verktøy;skole m.v;Utdann";;X;;
W2t4k;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon på skole, høyskole eller i skolegård under verneplikt, militærtjeneste eller siviltjeneste;"Uly mask./verktøy;skole m.v;Verneplikt";;X;;
W2t4m;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon på skole, høyskole eller i skolegård under idrett, sport eller mosjon i utdanning/verneplikt/siviltjeneste;"Uly mask./verktøy;skole m.v;Idrett v/utd/vernepl";;X;;
W2t4p;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon på skole, høyskole eller i skolegård under annen idrett, sport eller mosjon;"Uly mask./verktøy;skole m.v;Annen idrett";;X;;
W2t4r;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon på skole, høyskole eller i skolegård under annen aktivitet;"Uly mask./verktøy;skole m.v;Annen aktivitet";;X;;
W2t4y;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon på skole, høyskole eller i skolegård under ukjent aktivitet;"Uly mask./verktøy;skole m.v;Ukjent aktivitet";;X;;
W2t5a;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i somatisk eller psykiatrisk sykehus eller helseinstitusjon under arbeid i industri, bergverk, olje eller gass;"Uly mask./verktøy;h-inst/sykehus;Industri";;X;;
W2t5b;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i somatisk eller psykiatrisk sykehus eller helseinstitusjon under arbeid i bygg og anlegg;"Uly mask./verktøy;h-inst/sykehus;Bygg/anl";;X;;
W2t5c;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i somatisk eller psykiatrisk sykehus eller helseinstitusjon i all virksomhet knyttet til olje-/gassutvinning på norsk kontinentalsokkel;"Uly mask./verktøy;h-inst/sykehus;Olje/gassutv";;X;;
W2t5d;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i somatisk eller psykiatrisk sykehus eller helseinstitusjon i jordbruk eller skogbruk;"Uly mask./verktøy;h-inst/sykehus;Jord/skogbr";;X;;
W2t5e;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i somatisk eller psykiatrisk sykehus eller helseinstitusjon under arbeid med fiske eller fangst;"Uly mask./verktøy;h-inst/sykehus;Fiske/fangst";;X;;
W2t5f;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i somatisk eller psykiatrisk sykehus eller helseinstitusjon under arbeid i det militære forsvar;"Uly mask./verktøy;h-inst/sykehus;Forsvar";;X;;
W2t5g;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i somatisk eller psykiatrisk sykehus eller helseinstitusjon under arbeid i politi eller fengselsvesen;"Uly mask./verktøy;h-inst/sykehus;Politi/fengsel";;X;;
W2t5h;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i somatisk eller psykiatrisk sykehus eller helseinstitusjon under arbeid i annen næring;"Uly mask./verktøy;h-inst/sykehus;Annen næring";;X;;
W2t5i;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i somatisk eller psykiatrisk sykehus eller helseinstitusjon under arbeid i ukjent eller ikke spesifisert næring;"Uly mask./verktøy;h-inst/sykehus;Ukj/ikke spes næring";;X;;
W2t5j;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i somatisk eller psykiatrisk sykehus eller helseinstitusjon under utdanning;"Uly mask./verktøy;h-inst/sykehus;Utdann";;X;;
W2t5k;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i somatisk eller psykiatrisk sykehus eller helseinstitusjon under verneplikt, militærtjeneste eller siviltjeneste;"Uly mask./verktøy;h-inst/sykehus;Verneplikt";;X;;
W2t5m;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i somatisk eller psykiatrisk sykehus eller helseinstitusjon under idrett, sport eller mosjon i utdanning/verneplikt/siviltjeneste;"Uly mask./verktøy;h-inst/sykehus;Idrett v/utd/vernepl";;X;;
W2t5p;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i somatisk eller psykiatrisk sykehus eller helseinstitusjon under annen idrett, sport eller mosjon;"Uly mask./verktøy;h-inst/sykehus;Annen idrett";;X;;
W2t5r;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i somatisk eller psykiatrisk sykehus eller helseinstitusjon under annen aktivitet;"Uly mask./verktøy;h-inst/sykehus;Annen aktivitet";;X;;
W2t5y;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i somatisk eller psykiatrisk sykehus eller helseinstitusjon under ukjent aktivitet;"Uly mask./verktøy;h-inst/sykehus;Ukjent aktivitet";;X;;
W2t6a;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i fellesboform for pleie og omsorg, på sykehjem eller aldershjem under arbeid i industri, bergverk, olje eller gass;"Uly mask./verktøy;syke/aldershjem;Industri";;X;;
W2t6b;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i fellesboform for pleie og omsorg, på sykehjem eller aldershjem under arbeid i bygg og anlegg;"Uly mask./verktøy;syke/aldershjem;Bygg/anl";;X;;
W2t6c;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i fellesboform for pleie og omsorg, på sykehjem eller aldershjem i all virksomhet knyttet til olje-/gassutvinning på norsk kontinentalsokkel;"Uly mask./verktøy;syke/aldershjem;Olje/gassutv";;X;;
W2t6d;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i fellesboform for pleie og omsorg, på sykehjem eller aldershjem i jordbruk eller skogbruk;"Uly mask./verktøy;syke/aldershjem;Jord/skogbr";;X;;
W2t6e;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i fellesboform for pleie og omsorg, på sykehjem eller aldershjem under arbeid med fiske eller fangst;"Uly mask./verktøy;syke/aldershjem;Fiske/fangst";;X;;
W2t6f;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i fellesboform for pleie og omsorg, på sykehjem eller aldershjem under arbeid i det militære forsvar;"Uly mask./verktøy;syke/aldershjem;Forsvar";;X;;
W2t6g;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i fellesboform for pleie og omsorg, på sykehjem eller aldershjem under arbeid i politi eller fengselsvesen;"Uly mask./verktøy;syke/aldershjem;Politi/fengsel";;X;;
W2t6h;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i fellesboform for pleie og omsorg, på sykehjem eller aldershjem under arbeid i annen næring;"Uly mask./verktøy;syke/aldershjem;Annen næring";;X;;
W2t6i;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i fellesboform for pleie og omsorg, på sykehjem eller aldershjem under arbeid i ukjent eller ikke spesifisert næring;"Uly mask./verktøy;syke/aldershjem;Ukj/ikke spes næring";;X;;
W2t6j;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i fellesboform for pleie og omsorg, på sykehjem eller aldershjem under utdanning;"Uly mask./verktøy;syke/aldershjem;Utdann";;X;;
W2t6k;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i fellesboform for pleie og omsorg, på sykehjem eller aldershjem under verneplikt, militærtjeneste eller siviltjeneste;"Uly mask./verktøy;syke/aldershjem;Verneplikt";;X;;
W2t6m;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i fellesboform for pleie og omsorg, på sykehjem eller aldershjem under idrett, sport eller mosjon i utdanning/verneplikt/siviltjeneste;"Uly mask./verktøy;syke/aldershjem;Idrett v/utd/vernepl";;X;;
W2t6p;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i fellesboform for pleie og omsorg, på sykehjem eller aldershjem under annen idrett, sport eller mosjon;"Uly mask./verktøy;syke/aldershjem;Annen idrett";;X;;
W2t6r;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i fellesboform for pleie og omsorg, på sykehjem eller aldershjem under annen aktivitet;"Uly mask./verktøy;syke/aldershjem;Annen aktivitet";;X;;
W2t6y;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i fellesboform for pleie og omsorg, på sykehjem eller aldershjem under ukjent aktivitet;"Uly mask./verktøy;syke/aldershjem;Ukjent aktivitet";;X;;
W2t7a;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i gymnastikksal, idretts- eller sportsanlegg, inne eller ute, også på skole eller institusjon under arbeid i industri, bergverk, olje eller gass;"Uly mask./verktøy;idrettsanl;Industri";;X;;
W2t7b;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i gymnastikksal, idretts- eller sportsanlegg, inne eller ute, også på skole eller institusjon under arbeid i bygg og anlegg;"Uly mask./verktøy;idrettsanl;Bygg/anl";;X;;
