code_type;code;text_long;text;only_secondary;gender_specific;new_2017;not_in_2016
NCRP;SDX0AG;MR Bihuler;MR Bihuler;;;;
NCRP;SDX0AK;UL Bihuler;UL Bihuler;;;;
NCRP;SDX0BK;UL Hals;UL Hals;;;;
NCRP;SDX0CA;RG Sinografi;RG Sinografi;;;;
NCRP;SDX0DK;UL Strupe og hals;UL Strupe og hals;;;;
NCRP;SDX0XD;CT Digital volumtomografi av ansiktsstrukturer;CT Digital volumtomografi av ansiktsstrukturer;;;;
NCRP;SEG0AA;RG Kjeveledd;RG Kjeveledd;;;;
NCRP;SEG0AD;CT Kjeveledd;CT Kjeveledd;;;;
NCRP;SEG0AG;MR Kjeveledd;MR Kjeveledd;;;;
NCRP;SEL0AA;RG Spyttkjertler;RG Spyttkjertler;;;;
NCRP;SEL0AD;CT Spyttkjertler;CT Spyttkjertler;;;;
NCRP;SEL0AK;UL Spyttkjertler;UL Spyttkjertler;;;;
NCRP;SEN0AA;RG Pharynx;RG Pharynx;;;;
NCRP;SEN0BA;RG Epipharynx;RG Epipharynx;;;;
NCRP;SEX0AA;RG Dynamisk svelgfunksjon;RG Dynamisk svelgfunksjon;;;;
NCRP;SEX0AD;CT Digital volumtomografi av tenner og kjeve;CT Digital volumtomografi av tenner og kjeve;;;;
NCRP;SEX0BA;RG Fluoroskopi av orofaryngeal svelging;RG Fluoroskopi av orofaryngeal svelging;;;;
NCRP;SEX0CA;RG Ortopantomogram;RG Ortopantomogram;;;;
NCRP;SFB0AB;RGA Pulmonal arteriografi;RGA Pulmonal arteriografi;;;;
NCRP;SFC0AP;CTANG angiografi av torakalaorta;CTANG angiografi av torakalaorta;;;1;
NCRP;SFC0AQ;MRANG angiografi av torakal- og abdominalaorta;MRANG angiografi av torakal- og abdominalaorta;;;1;
NCRP;SFC0FB;RGA Arteriografi av torakalaorta;RGA Arteriografi av torakalaorta;;;;
NCRP;SFC0FP;CTANG angiografi av torakal- og abdominalaorta;CTANG angiografi av torakal- og abdominalaorta;;;1;
NCRP;SFF0AC;RGV Pulmonal venografi;RGV Pulmonal venografi;;;;
NCRP;SFJ0AB;Angiokardiografi ved høyre hjertekateterisering;Angiokardiografi ved høyre hjertekateterisering;;;1;
NCRP;SFN0AP;CTANG angiografi av koronarkar;CTANG angiografi av koronarkar;;;1;
NCRP;SFN0CB;Koronar angiografi av kun native kar ved venstre hjertekateterisering;Koronar angiografi av kun native kar ved venstre hjertekat.;;;1;
NCRP;SFN0DB;Koronar angiografi med undersøkelse av koronar bypass ved venstre hjertekateterisering;Koronar angio med us. av koron.bypass ved venstre hjertekat.;;;1;
NCRP;SFN0EK;Perkutan transluminal intrakoronar ultralydundersøkelse uten Doppler;Perkutan transluminal intrakoronar ultralydus. uten Doppler;;;1;
NCRP;SFN0FK;Perkutan transluminal intrakoronar ultralydundersøkelse med Doppler;Perkutan transluminal intrakoronar ultralydus. med Doppler;;;1;
NCRP;SFY0AA;RG Hjerteventilfilming;RG Hjerteventilfilming;;;;
NCRP;SFY0AD;CT Hjerte;CT Hjerte;;;;
NCRP;SFY0AG;MR Hjerte;MR Hjerte;;;;
NCRP;SFY0AK;Epikardial ultralydundersøkelse;Epikardial ultralydundersøkelse;;;1;
NCRP;SFY0BB;Angiokardiografi ved venstre hjertekateterisering;Angiokardiografi ved venstre hjertekateterisering;;;1;
NCRP;SFY0BD;CT Hjerte med farmakologisk stressbelastning;CT Hjerte med farmakologisk stressbelastning;;;1;1
NCRP;SFY0BG;MR Hjerte med farmakologisk stressbelastning;MR Hjerte med farmakologisk stressbelastning;;;1;1
NCRP;SFY0BK;Torakoskopisk epikardial ultralydundersøkelse;Torakoskopisk epikardial ultralydundersøkelse;;;1;
NCRP;SFY0CD;CT Hjerte med fysisk stressbelastning;CT Hjerte med fysisk stressbelastning;;;1;1
NCRP;SFY0CG;MR Hjerte med fysisk stressbelasning;MR Hjerte med fysisk stressbelasning;;;1;1
NCRP;SFY0CK;Perkutan transluminal ultralydundersøkelse av hjertet;Perkutan transluminal ultralydundersøkelse av hjertet;;;1;
NCRP;SFY0DK;Epikardial ultralydundersøkelse av hjertet;Epikardial ultralydundersøkelse av hjertet;;;1;
NCRP;SFY0EB;Tilleggsundersøkelse av perifere karområder under angiografi ved venstre hjertekateterisering;Tilleggsus. perif.karområder under angio v/venstre hjertekat;;;1;
NCRP;SFY0GK;Enkel ekkokardiografi;Enkel ekkokardiografi;;;1;
NCRP;SFY0HK;Fullstendig ekkokardiografi;Fullstendig ekkokardiografi;;;1;
NCRP;SFY0JK;Farmakologisk stressekkokardiografi;Farmakologisk stressekkokardiografi;;;1;
NCRP;SFY0KK;Ergometrisk stressekkokardiografi;Ergometrisk stressekkokardiografi;;;1;
NCRP;SFY0LK;Transøsofageal ekkokardiografi;Transøsofageal ekkokardiografi;;;1;
NCRP;SFY0MK;Transtorakal ekkokardiografisk overvåkning ved perkutan hjerteintervensjon;Transtorakal ekkoovervåkning ved perkutan hjerteintervensjon;;;1;
NCRP;SFY0NK;Transøsofageal ekkokardiografisk overvåkning ved hjerteoperasjon eller perkutan hjerteintervensjon;Transøsof.ekkoovervåkning v/hjerteop./perkut.hjerteinterven.;;;1;
NCRP;SGA0AA;RG Sternum;RG Sternum;;;;
NCRP;SGA0AD;CT Sternum;CT Sternum;;;;
NCRP;SGA0AG;MR Sternum;MR Sternum;;;;
NCRP;SGA0AK;UL Sternum;UL Sternum;;;;
NCRP;SGA0BA;RG Costae;RG Costae;;;;
NCRP;SGA0BK;UL Pleura;UL Pleura;;;;
NCRP;SGB0AA;RG Trachea og bronkier;RG Trachea og bronkier;;;;
NCRP;SGE0AK;UL Mediastinum;UL Mediastinum;;;;
NCRP;SGF0AB;RGA Arteriografi av bronkialarterie;RGA Arteriografi av bronkialarterie;;;;
NCRP;SHA0AA;RG Mammografi;RG Mammografi;;K;;
NCRP;SHA0AG;MR Mamma;MR Mamma;;K;;
NCRP;SHA0AK;UL Mamma;UL Mamma;;;;
NCRP;SHA0BA;RG Digital brysttomosyntese (DBT);RG Digital brysttomosyntese (DBT);;K;;
NCRP;SHP0BK;UL Mamma og aksille;UL Mamma og aksille;;;;
NCRP;SJB0AA;RG Diafragma m/gjennomlysning;RG Diafragma m/gjennomlysning;;;;
NCRP;SJC0AA;RG Øsofagus;RG Øsofagus;;;;
NCRP;SJD0AA;RG V+D;RG V+D;;;;
NCRP;SJF0AA;RG Tynntarm;RG Tynntarm;;;;
NCRP;SJF0AD;CT Tynntarm;CT Tynntarm;;;;
NCRP;SJF0AG;MR Tynntarm;MR Tynntarm;;;;
NCRP;SJF0AK;UL Tarm;UL Tarm;;;;
NCRP;SJF0BA;RG Tykktarm;RG Tykktarm;;;;
NCRP;SJF0BD;CT Tykktarm;CT Tykktarm;;;;
NCRP;SJF0BG;MR Tykktarm;MR Tykktarm;;;;
NCRP;SJF0CA;RG Tynntarmserie med sonde;RG Tynntarmserie med sonde;;;;
NCRP;SJF0CD;CT Tykktarm med fecal tagging;CT Tykktarm med fecal tagging;;;;
NCRP;SJF0DA;RG Tykktarm med provokasjon;RG Tykktarm med provokasjon;;;;
NCRP;SJG0AG;MR Rectum;MR Rectum;;;;
NCRP;SJJ0AC;RGV Lever;RGV Lever;;;;
NCRP;SJJ0AD;CT Lever;CT Lever;;;;
NCRP;SJJ0AG;MR Lever;MR Lever;;;;
NCRP;SJJ0AK;UL Lever;UL Lever;;;;
NCRP;SJJ0BK;UL Lever med elastografi;UL Lever med elastografi;;;;
NCRP;SJJ0CK;UL Lever med dynamisk kontrastundersøkelse;UL Lever med dynamisk kontrastundersøkelse;;;;
NCRP;SJK0AA;RG Galleveier;RG Galleveier;;;;
NCRP;SJK0AG;MR MRCP - Magnetresonans kolangio-pankreatikografi;MR MRCP - Magnetresonans kolangio-pankreatikografi;;;;
NCRP;SJK0AK;UL Galleveier;UL Galleveier;;;;
NCRP;SJK0BA;RG PTC - Perkutan transhepatisk kolangiografi;RG PTC - Perkutan transhepatisk kolangiografi;;;;
NCRP;SJL0AD;CT Pancreas;CT Pancreas;;;;
NCRP;SJL0AG;MR Pancreas;MR Pancreas;;;;
NCRP;SJL0AK;UL Pancreas;UL Pancreas;;;;
NCRP;SJL0BK;UL Pancreastransplantat, inkludert Doppler-undersøkelse;UL Pancreastransplantat, inkludert Doppler-undersøkelse;;;;
NCRP;SJM0AK;UL Milt;UL Milt;;;;
NCRP;SJX0AA;RG Ø+V+D;RG Ø+V+D;;;;
NCRP;SJX0AK;UL Abdomen;UL Abdomen;;;;
NCRP;SJX0BK;UL Lever, galleveier og pancreas;UL Lever, galleveier og pancreas;;;;
NCRP;SJX0CK;UL Abdomen og bekken;UL Abdomen og bekken;;;;
NCRP;SJX0DK;UL Abdomen og bekken med elastografi;UL Abdomen og bekken med elastografi;;;;
NCRP;SJX0EK;UL Abdomen og bekken - funksjonsundersøkelse;UL Abdomen og bekken - funksjonsundersøkelse;;;;
NCRP;SJX0FK;UL Abdomen og bekken med dynamisk kontrastundersøkelse;UL Abdomen og bekken med dynamisk kontrastundersøkelse;;;;
NCRP;SKA0AG;MR Nyrer;MR Nyrer;;;;
NCRP;SKA0AK;UL Nyrer;UL Nyrer;;;;
NCRP;SKA0BK;UL Nyretransplantat, inkludert Doppler-undersøkelse;UL Nyretransplantat, inkludert Doppler-undersøkelse;;;;
NCRP;SKC0AA;RG Cystografi;RG Cystografi;;;;
NCRP;SKC0AK;UL Urinblære - ekstern undersøkelse;UL Urinblære - ekstern undersøkelse;;;;
NCRP;SKC0BK;UL Urinblære - transluminal undersøkelse;UL Urinblære - transluminal undersøkelse;;;;
NCRP;SKC0CK;UL Urinblære samt måling av residualurin;UL Urinblære samt måling av residualurin;;;;
NCRP;SKD0AA;RG Urethragrafi;RG Urethragrafi;;;;
NCRP;SKD0AK;UL Uretra - transuretral;UL Uretra - transuretral;;;;
NCRP;SKE0AG;MR Prostata;MR Prostata;;M;;
NCRP;SKE0AK;UL Prostata - ekstern undersøkelse;UL Prostata - ekstern undersøkelse;;M;;
NCRP;SKE0BK;UL Prostata - transluminal undersøkelse;UL Prostata - transluminal undersøkelse;;M;;
NCRP;SKF0AK;UL Scrotum;UL Scrotum;;M;;
NCRP;SKG0AC;RGV Cavernosografi;RGV Cavernosografi;;M;;
NCRP;SKG0AK;UL Penis;UL Penis;;M;;
NCRP;SKX0AA;RG Oversikt urinveier;RG Oversikt urinveier;;;;
NCRP;SKX0AD;CT Urinveier;CT Urinveier;;;;
NCRP;SKX0AK;UL Urinveier;UL Urinveier;;;;
NCRP;SKX0BA;RG Pyelografi;RG Pyelografi;;;;
NCRP;SKX0BD;CT Nyrer og øvre urinveier;CT Nyrer og øvre urinveier;;;;
NCRP;SKX0CA;RG Urografi;RG Urografi;;;;
NCRP;SKX0DA;RG Miksjonscystografi;RG Miksjonscystografi;;;;
NCRP;SKX0FA;RG Urinveier med måling av glomerulær filtrasjonsrate;RG Urinveier med måling av glomerulær filtrasjonsrate;;;;
NCRP;SLX0AA;RG HSG;RG HSG;;;;
NCRP;SLX0AK;UL Kvinnelige genitalia;UL Kvinnelige genitalia;;K;;
NCRP;SLX0BK;UL Kvinnelige genitalia med vaginal probe;UL Kvinnelige genitalia med vaginal probe;;K;;
NCRP;SLX0CK;UL Livmorhule/eggledere med væskesonografi;UL Livmorhule/eggledere med væskesonografi;;K;;
NCRP;SMA0AK;UL Livmorhals med vaginal probe under svangerskap og ved forløsning;UL Livmorhals med vaginal probe v/svangerskap og forløsning;;K;;
NCRP;SMA0BK;UL Gravid livmor, abdominal undersøkelse;UL Gravid livmor, abdominal undersøkelse;;K;;
NCRP;SMA0CK;Ultralyd gravid livmor med vaginalprobe;Ultralyd gravid livmor med vaginalprobe;;K;1;1
NCRP;SNA0AA;RG Cervikalkolumna;RG Cervikalkolumna;;;;
NCRP;SNA0AD;CT Cervikalkolumna;CT Cervikalkolumna;;;;
NCRP;SNA0AG;MR Cervikalkolumna;MR Cervikalkolumna;;;;
NCRP;SNA0AK;UL Kolumna;UL Kolumna;;;;
NCRP;SNA0BA;RG Torakalkolumna;RG Torakalkolumna;;;;
NCRP;SNA0BD;CT Torakalkolumna;CT Torakalkolumna;;;;
NCRP;SNA0BG;MR Torakalkolumna;MR Torakalkolumna;;;;
NCRP;SNA0CA;RG Cervikal- og torakalkolumna;RG Cervikal- og torakalkolumna;;;;
NCRP;SNA0ED;CT Cervikal- og torakalkolumna;CT Cervikal- og torakalkolumna;;;;
NCRP;SNA0EG;MR Cervikal og torakalkolumna;MR Cervikal og torakalkolumna;;;;
NCRP;SNA0FA;RG Torakal og lumbalkolumna;RG Torakal og lumbalkolumna;;;;
NCRP;SNA0FG;MR Torakal og lumbalkolumna;MR Torakal og lumbalkolumna;;;;
NCRP;SNA0GA;RG Lumbosakralkolumna;RG Lumbosakralkolumna;;;;
NCRP;SNA0GD;CT Lumbosakralkolumna;CT Lumbosakralkolumna;;;;
NCRP;SNA0GG;MR Lumbosakralkolumna;MR Lumbosakralkolumna;;;;
NCRP;SNA0HA;RG Cervikal, torakal og lumbalkolumna;RG Cervikal, torakal og lumbalkolumna;;;;
NCRP;SNA0HG;MR Cervikal, torakal og lumbalkolumna;MR Cervikal, torakal og lumbalkolumna;;;;
NCRP;SNA0JA;RG Torakolumbosakralkolumna;RG Torakolumbosakralkolumna;;;;
NCRP;SNA0JD;CT Torakolumbosakralkolumna;CT Torakolumbosakralkolumna;;;;
NCRP;SNA0JG;MR Torakolumbosakralkolumna;MR Torakolumbosakralkolumna;;;;
NCRP;SNA0KA;RG Totalkolumna;RG Totalkolumna;;;;
NCRP;SNA0KD;CT Totalkolumna;CT Totalkolumna;;;;
NCRP;SNA0KG;MR Totalkolumna;MR Totalkolumna;;;;
NCRP;SNA0LG;MR Caput og totalkolumna;MR Caput og totalkolumna;;;;
NCRP;SNA0MG;MR Totalkolumna og bekken;MR Totalkolumna og bekken;;;;
NCRP;SNA0NG;MR Caput og deler av kolumna;MR Caput og deler av kolumna;;;1;1
NCRP;SNA0PA;RG Epidurografi;RG Epidurografi;;;;
NCRP;SNA0PG;MR Caput, kolumna og overekstremitet;MR Caput, kolumna og overekstremitet;;;1;1
NCRP;SNA0QG;MR Kolumna og overekstremitet;MR Kolumna og overekstremitet;;;1;1
NCRP;SNA0RG;MR Kolumna og underekstremitet;MR Kolumna og underekstremitet;;;1;1
NCRP;SNA0SG;MR Cervikal- og lumbosakralkolumna;MR Cervikal- og lumbosakralkolumna;;;1;1
NCRP;SNA0TG;MR Bekken og deler av kolumna;MR Bekken og deler av kolumna;;;1;1
NCRP;SNA0UG;MR Bekken, kolumna og underekstremitet;MR Bekken, kolumna og underekstremitet;;;1;1
NCRP;SNB0AA;RG Overarm;RG Overarm;;;;
NCRP;SNB0AD;CT Overarm;CT Overarm;;;;
NCRP;SNB0AG;MR Overarm;MR Overarm;;;;
NCRP;SNB0AK;UL Overarm;UL Overarm;;;;
NCRP;SNB0BA;RG Skulder;RG Skulder;;;;
NCRP;SNB0BD;CT Skulder;CT Skulder;;;;
NCRP;SNB0BG;MR Skulder;MR Skulder;;;;
NCRP;SNB0BK;UL Skulder;UL Skulder;;;;
NCRP;SNB0CA;RG Clavicula;RG Clavicula;;;;
NCRP;SNB0EA;RG Skulderblad;RG Skulderblad;;;;
NCRP;SNC0AA;RG Albueledd;RG Albueledd;;;;
NCRP;SNC0AD;CT Albueledd;CT Albueledd;;;;
NCRP;SNC0AG;MR Albueledd;MR Albueledd;;;;
NCRP;SNC0AK;UL Albueledd;UL Albueledd;;;;
NCRP;SNC0BA;RG Underarm;RG Underarm;;;;
NCRP;SNC0BD;CT Underarm;CT Underarm;;;;
NCRP;SNC0BG;MR Underarm;MR Underarm;;;;
NCRP;SNC0BK;UL Underarm;UL Underarm;;;;
NCRP;SND0AA;RG Håndledd;RG Håndledd;;;;
NCRP;SND0AD;CT Håndledd og håndrot;CT Håndledd og håndrot;;;;
NCRP;SND0AG;MR Håndledd og håndrot;MR Håndledd og håndrot;;;;
NCRP;SND0AK;UL Håndledd og håndrot;UL Håndledd og håndrot;;;;
NCRP;SND0BA;RG Hånd;RG Hånd;;;;
NCRP;SND0BD;CT Hånd og fingre;CT Hånd og fingre;;;;
NCRP;SND0BG;MR Hånd og fingre;MR Hånd og fingre;;;;
NCRP;SND0BK;UL Hånd og fingre;UL Hånd og fingre;;;;
NCRP;SND0MA;RG Skjelettalder;RG Skjelettalder;;;;
NCRP;SNE0AA;RG Bekken;RG Bekken;;;;
NCRP;SNE0BA;RG Iliosakralledd;RG Iliosakralledd;;;;
NCRP;SNE0BD;CT Iliosakralledd;CT Iliosakralledd;;;;
NCRP;SNE0BG;MR Iliosakralledd;MR Iliosakralledd;;;;
NCRP;SNE0CA;RG Sacrum med coccyx;RG Sacrum med coccyx;;;;
NCRP;SNE0MA;RG Pelvimetri;RG Pelvimetri;;K;;
NCRP;SNE0MD;CT Pelvimetri;CT Pelvimetri;;K;;
NCRP;SNF0AA;RG Hofte;RG Hofte;;;;
NCRP;SNF0AD;CT Hofte;CT Hofte;;;;
NCRP;SNF0AG;MR Hofte;MR Hofte;;;;
NCRP;SNF0AK;UL Hofte;UL Hofte;;;;
NCRP;SNF0BA;RG Lår;RG Lår;;;;
NCRP;SNF0BD;CT Lår;CT Lår;;;;
NCRP;SNF0BG;MR Lår;MR Lår;;;;
NCRP;SNF0BK;UL Lår;UL Lår;;;;
NCRP;SNG0AA;RG Kne;RG Kne;;;;
NCRP;SNG0AD;CT Kne;CT Kne;;;;
NCRP;SNG0AG;MR Kne;MR Kne;;;;
NCRP;SNG0AK;UL Kne;UL Kne;;;;
NCRP;SNG0BA;RG Legg;RG Legg;;;;
NCRP;SNG0BD;CT Legg;CT Legg;;;;
NCRP;SNG0BG;MR Legg;MR Legg;;;;
NCRP;SNG0BK;UL Legg;UL Legg;;;;
NCRP;SNH0AA;RG Fot;RG Fot;;;;
NCRP;SNH0AD;CT Fot;CT Fot;;;;
NCRP;SNH0AG;MR Fot;MR Fot;;;;
NCRP;SNH0AK;UL Fot;UL Fot;;;;
NCRP;SNH0BA;RG Ankelledd;RG Ankelledd;;;;
NCRP;SNH0BD;CT Ankelledd;CT Ankelledd;;;;
NCRP;SNH0BG;MR Ankelledd;MR Ankelledd;;;;
NCRP;SNH0BK;UL Ankelledd;UL Ankelledd;;;;
NCRP;SNI0AA;RG Overekstremitet;RG Overekstremitet;;;;
NCRP;SNI0AD;CT Overekstremitet;CT Overekstremitet;;;;
NCRP;SNI0AG;MR Overekstremitet;MR Overekstremitet;;;1;1
NCRP;SNJ0AA;RG Underekstremitet;RG Underekstremitet;;;;
NCRP;SNJ0AD;CT Underekstremitet;CT Underekstremitet;;;;
NCRP;SNJ0AG;MR Underekstremitet;MR Underekstremitet;;;1;1
NCRP;SNJ0BD;CT Underekstremitetsmåling;CT Underekstremitetsmåling;;;;
NCRP;SNX0AK;UL Lyske;UL Lyske;;;;
NCRP;SNX0BG;MR Flere ledd;MR Flere ledd;;;1;1
NCRP;SNX0BK;UL Ledd, bevegelsesapparatet;UL Ledd, bevegelsesapparatet;;;;
NCRP;SNX0CK;UL Bløtdeler, bevegelsesapparatet;UL Bløtdeler, bevegelsesapparatet;;;;
NCRP;SNX0DK;UL Ledd og bløtdeler, bevegelsesapparatet;UL Ledd og bløtdeler, bevegelsesapparatet;;;;
NCRP;SNX0MA;RG Beinlengdemåling;RG Beinlengdemåling;;;;
NCRP;SNX0XA;Beintetthetsmåling, DEXA;Beintetthetsmåling, DEXA;;;;
NCRP;SPA0AB;RGA Arteriografi av hals;RGA Arteriografi av hals;;;;
NCRP;SPA0AK;UL Halsarterier;UL Halsarterier;;;;
NCRP;SPA0AP;CTANG angiografi av hals;CTANG angiografi av hals;;;1;
NCRP;SPA0AQ;MRANG angiografi av hals;MRANG angiografi av hals;;;1;
NCRP;SPA0BB;RGA Arteriografi av a. subclavia;RGA Arteriografi av a. subclavia;;;;
NCRP;SPA0CB;RGA Arteriografi av a. mammaria interna;RGA Arteriografi av a. mammaria interna;;;;
NCRP;SPB0AB;RGA Overekstremitetsarteriografi;RGA Overekstremitetsarteriografi;;;;
NCRP;SPB0AK;UL Overekstremitetsarterier;UL Overekstremitetsarterier;;;;
NCRP;SPB0AP;CTANG angiografi av overekstremitet;CTANG angiografi av overekstremitet;;;1;
NCRP;SPB0AQ;MRANG angiografi av overekstremitet;MRANG angiografi av overekstremitet;;;1;
NCRP;SPC0AB;RGA Arteriografi av leverarterie;RGA Arteriografi av leverarterie;;;;
NCRP;SPC0BB;RGA Arteriografi av nyrearterier;RGA Arteriografi av nyrearterier;;;;
NCRP;SPC0BK;UL Nyrearterier;UL Nyrearterier;;;;
NCRP;SPC0CB;RGA Arteriografi av truncus coeliacus;RGA Arteriografi av truncus coeliacus;;;;
NCRP;SPC0DB;RGA Arteriografi av a. mesenterica superior;RGA Arteriografi av a. mesenterica superior;;;;
NCRP;SPC0EB;RGA Arteriografi av a. mesenterica inferior;RGA Arteriografi av a. mesenterica inferior;;;;
NCRP;SPD0BB;RGA Arteriografi av bekkenarterier;RGA Arteriografi av bekkenarterier;;;;
NCRP;SPH0AC;RGV Venografi av halsvener;RGV Venografi av halsvener;;;;
NCRP;SPH0AK;UL Halsvener;UL Halsvener;;;;
NCRP;SPH0BC;RGV Venografi av overekstremitet;RGV Venografi av overekstremitet;;;;
NCRP;SPH0BK;UL Overekstremitetsvener;UL Overekstremitetsvener;;;;
NCRP;SPH0DC;RGV Venografi av portvene;RGV Venografi av portvene;;;;
NCRP;SPH0EC;RGV Venografi av vena cava superior;RGV Venografi av vena cava superior;;;;
NCRP;SPH0FC;RGV Venografi av vena cava inferior;RGV Venografi av vena cava inferior;;;;
NCRP;SPH0GC;RGV Binyreveneprøve;RGV Binyreveneprøve;;;;
NCRP;SPH0HC;RGV Venografi av bekkenvener;RGV Venografi av bekkenvener;;;;
NCRP;SPH0JC;RGV Venografi av v. ovarica/v. testicularis;RGV Venografi av v. ovarica/v. testicularis;;;;
NCRP;SPH0KC;RGV Venografi av underekstremitet;RGV Venografi av underekstremitet;;;;
NCRP;SPH0KK;UL Underekstremitetsvener;UL Underekstremitetsvener;;;;
NCRP;SPH0LK;UL Perifere vener;UL Perifere vener;;;;
NCRP;SPJ0BK;UL Lymfeknute, INA;UL Lymfeknute, INA;;;;
NCRP;SPJ0CK;UL Lymfeknuter på hals;UL Lymfeknuter på hals;;;;
NCRP;SPJ0DK;UL Lymfeknuter i aksille;UL Lymfeknuter i aksille;;;;
NCRP;SPJ0EK;UL Lymfeknuter i lyske;UL Lymfeknuter i lyske;;;;
NCRP;SPJ0FK;UL Lymfeknuter, flere lymfeknutestasjoner;UL Lymfeknuter, flere lymfeknutestasjoner;;;;
NCRP;SPX0AB;RGA Arteriografi av intercostalarterie(r);RGA Arteriografi av intercostalarterie(r);;;;
NCRP;SPX0BB;Angiografi av bronkialarterie;Angiografi av bronkialarterie;;;1;1
NCRP;SPX0DB;RGA Arteriografi av abdominalaorta;RGA Arteriografi av abdominalaorta;;;;
NCRP;SPX0DK;UL Abdominalaorta;UL Abdominalaorta;;;;
NCRP;SPX0DP;CTANG angiografi av abdominalaorta;CTANG angiografi av abdominalaorta;;;1;
NCRP;SPX0KB;RGA Underekstremitetsarteriografi;RGA Underekstremitetsarteriografi;;;;
NCRP;SPX0KK;UL Underekstremitetsarterier;UL Underekstremitetsarterier;;;;
NCRP;SPX0KP;CTANG angiografi av underekstremitet;CTANG angiografi av underekstremitet ;;;1;
NCRP;SPX0KQ;MRANG angiografi av underekstremitet;MRANG angiografi av underekstremitet ;;;1;
NCRP;SPY0AK;UL Halskar;UL Halskar;;;;
NCRP;SPY0BK;UL Perifere arterier;UL Perifere arterier;;;;
NCRP;SQX0AK;UL Hud/underhud;UL Hud/underhud;;;;
NCRP;SSB0AD;CT Hals;CT Hals;;;;
NCRP;SSB0AG;MR Hals;MR Hals;;;;
NCRP;SSC0AA;RG Toraks;RG Toraks;;;;
NCRP;SSC0AD;CT Toraks;CT Toraks;;;;
NCRP;SSC0AG;MR Toraks;MR Toraks;;;;
NCRP;SSC0AK;UL Toraks;UL Toraks;;;;
NCRP;SSC0AP;CTANG angiografi av toraks;CTANG angiografi av toraks;;;1;
NCRP;SSC0AQ;MRANG angiografi av toraks;MRANG angiografi av toraks;;;1;
NCRP;SSD0AA;RG Abdomen;RG Abdomen;;;;
NCRP;SSD0AD;CT Abdomen;CT Abdomen;;;;
NCRP;SSD0AG;MR Abdomen;MR Abdomen;;;;
NCRP;SSD0AK;UL Peritoneum;UL Peritoneum;;;;
NCRP;SSD0AP;CTANG angiografi av abdomen;CTANG angiografi av abdomen;;;1;
NCRP;SSD0AQ;MRANG angiografi av abdomen;MRANG angiografi av abdomen;;;1;
NCRP;SSD0BH;MR Abdomen og MRA Arteriografi av abdomen;MR Abdomen og MRA Arteriografi av abdomen;;;;
NCRP;SSD0BQ;MR Abdomen og MRANG angiografi av abdomen;MR Abdomen og MRANG angiografi av abdomen;;;1;
NCRP;SSE0AA;RG Toraks og abdomen;RG Toraks og abdomen;;;;
NCRP;SSE0AD;CT Bekken;CT Bekken;;;;
NCRP;SSE0AG;MR Bekken;MR Bekken;;;;
NCRP;SSE0AK;UL Bekken;UL Bekken;;;;
NCRP;SSE0AP;CTANG angiografi av bekken;CTANG angiografi av bekken;;;1;
NCRP;SSE0AQ;MRANG angiografi av bekken;MRANG angiografi av bekken;;;1;
NCRP;SSE0BK;UL Bekkenarterier/vener;UL Bekkenarterier/vener;;;;
NCRP;SSH0AB;RGA Arteriografi av hode og hals;RGA Arteriografi av hode og hals;;;;
NCRP;SSH0AC;RGV Venografi av hode og hals;RGV Venografi av hode og hals;;;;
NCRP;SSH0AD;CT Hode og hals;CT Hode og hals;;;;
NCRP;SSH0AG;MR Hode og hals;MR Hode og hals;;;;
NCRP;SSH0AK;UL Hode og hals;UL Hode og hals;;;;
NCRP;SSH0AP;CTANG angiografi av hode og hals;CTANG angiografi av hode og hals;;;1;
NCRP;SSH0AQ;MRANG angiografi av hode og hals;MRANG angiografi av hode og hals;;;1;
NCRP;SSJ0AB;RGA Arteriografi av hals og torakal aorta;RGA Arteriografi av hals og torakal aorta;;;;
NCRP;SSJ0AC;RGV Venografi av hals og toraks;RGV Venografi av hals og toraks;;;;
NCRP;SSJ0AD;CT Hals og toraks;CT Hals og toraks;;;;
NCRP;SSJ0AG;MR Hals og toraks;MR Hals og toraks;;;;
NCRP;SSJ0AK;UL Hals og toraks;UL Hals og toraks;;;;
NCRP;SSJ0AP;CTANG angiografi av hals og toraks;CTANG angiografi av hals og toraks;;;1;
NCRP;SSJ0AQ;MRANG angiografi av hals og toraks;MRANG angiografi av hals og toraks;;;1;
NCRP;SSK0AB;RGA Arteriografi av hele aorta;RGA Arteriografi av hele aorta;;;;
NCRP;SSK0AC;RGV Venografi av toraks og abdomen;RGV Venografi av toraks og abdomen;;;;
NCRP;SSK0AD;CT Toraks og abdomen;CT Toraks og abdomen;;;;
NCRP;SSK0AG;MR Toraks og abdomen;MR Toraks og abdomen;;;;
NCRP;SSK0AK;UL Toraks og abdomen;UL Toraks og abdomen;;;;
NCRP;SSK0AP;CTANG angiografi av toraks og abdomen;CTANG angiografi av toraks og abdomen;;;1;
NCRP;SSK0AQ;MRANG angiografi av toraks og abdomen;MRANG angiografi av toraks og abdomen;;;1;
NCRP;SSL0AB;RGA Arteriografi av abdominal aorta og bekkenarterier;RGA Arteriografi av abdominal aorta og bekkenarterier;;;;
NCRP;SSL0AC;RGV Venografi av abdomen og bekken;RGV Venografi av abdomen og bekken;;;;
NCRP;SSL0AD;CT Abdomen og bekken;CT Abdomen og bekken;;;;
